"","i","TAZ12","value","year","dailyCapacity","hourlyCapacity","cost"
"150",9,5675,1,2045,15000,1080,12624651
"151",9,5921,1,2045,15000,1080,12624651
"152",9,6390,1,2045,15000,1080,12624651
"153",9,6560,1,2045,15000,1080,12624651
"154",9,6826,1,2045,15000,1080,12624651
"155",10,137,1,2045,20000,2160,16258879
"156",10,150,1,2045,20000,2160,16258879
"157",10,152,1,2045,20000,2160,16258879
"158",10,156,1,2045,20000,2160,16258879
"159",10,157,1,2045,20000,2160,16258879
"160",10,164,1,2045,20000,2160,16258879
"161",10,166,1,2045,20000,2160,16258879
"162",10,169,1,2045,20000,2160,16258879
"163",10,262,1,2045,20000,2160,16258879
"164",10,263,1,2045,20000,2160,16258879
"165",10,277,1,2045,20000,2160,16258879
"166",10,315,1,2045,20000,2160,16258879
"167",10,403,1,2045,20000,2160,16258879
"168",10,434,1,2045,20000,2160,16258879
"169",10,435,1,2045,20000,2160,16258879
"170",10,448,1,2045,20000,2160,16258879
"171",10,506,2,2045,20000,2160,16258879
"172",10,622,1,2045,20000,2160,16258879
"173",10,626,1,2045,20000,2160,16258879
"174",10,715,1,2045,20000,2160,16258879
"175",10,829,1,2045,20000,2160,16258879
"176",10,858,1,2045,20000,2160,16258879
"177",10,872,1,2045,20000,2160,16258879
"178",10,877,1,2045,20000,2160,16258879
"179",10,983,1,2045,20000,2160,16258879
"180",10,1210,1,2045,20000,2160,16258879
"181",10,1365,1,2045,20000,2160,16258879
"182",10,1610,1,2045,20000,2160,16258879
"183",10,1612,1,2045,20000,2160,16258879
"184",10,1672,1,2045,20000,2160,16258879
"185",10,1796,1,2045,20000,2160,16258879
"186",10,2000,1,2045,20000,2160,16258879
"187",10,2003,1,2045,20000,2160,16258879
"188",10,2019,1,2045,20000,2160,16258879
"189",10,2029,1,2045,20000,2160,16258879
"190",10,2038,2,2045,20000,2160,16258879
"191",10,2040,1,2045,20000,2160,16258879
"192",10,2114,1,2045,20000,2160,16258879
"193",10,2119,1,2045,20000,2160,16258879
"194",10,2122,1,2045,20000,2160,16258879
"195",10,2124,1,2045,20000,2160,16258879
"196",10,2127,1,2045,20000,2160,16258879
"197",10,2133,2,2045,20000,2160,16258879
"198",10,2208,1,2045,20000,2160,16258879
"199",10,2215,1,2045,20000,2160,16258879
"200",10,2220,2,2045,20000,2160,16258879
"201",10,2224,1,2045,20000,2160,16258879
"202",10,2227,1,2045,20000,2160,16258879
"203",10,2260,2,2045,20000,2160,16258879
"204",10,2310,2,2045,20000,2160,16258879
"205",10,2311,1,2045,20000,2160,16258879
"206",10,2313,1,2045,20000,2160,16258879
"207",10,2323,1,2045,20000,2160,16258879
"208",10,2324,1,2045,20000,2160,16258879
"209",10,2478,1,2045,20000,2160,16258879
"210",10,2525,1,2045,20000,2160,16258879
"211",10,2529,1,2045,20000,2160,16258879
"212",10,2795,2,2045,20000,2160,16258879
"213",10,2805,1,2045,20000,2160,16258879
"214",10,2810,1,2045,20000,2160,16258879
"215",10,2812,1,2045,20000,2160,16258879
"216",10,2824,1,2045,20000,2160,16258879
"217",10,2833,1,2045,20000,2160,16258879
"218",10,2840,1,2045,20000,2160,16258879
"219",10,2893,1,2045,20000,2160,16258879
"220",10,2912,1,2045,20000,2160,16258879
"221",10,2935,1,2045,20000,2160,16258879
"222",10,3101,1,2045,20000,2160,16258879
"223",10,3400,1,2045,20000,2160,16258879
"224",10,3410,1,2045,20000,2160,16258879
"225",10,3602,1,2045,20000,2160,16258879
"226",10,3631,1,2045,20000,2160,16258879
"227",10,3692,1,2045,20000,2160,16258879
"228",10,3699,1,2045,20000,2160,16258879
"229",10,3725,1,2045,20000,2160,16258879
"230",10,3802,1,2045,20000,2160,16258879
"231",10,4023,3,2045,20000,2160,16258879
"232",10,4280,2,2045,20000,2160,16258879
"233",10,4547,1,2045,20000,2160,16258879
"234",10,4574,1,2045,20000,2160,16258879
"235",10,4622,1,2045,20000,2160,16258879
"236",10,4641,2,2045,20000,2160,16258879
"237",10,4916,1,2045,20000,2160,16258879
"238",10,5055,1,2045,20000,2160,16258879
"239",10,5100,1,2045,20000,2160,16258879
"240",10,5101,1,2045,20000,2160,16258879
"241",10,5110,7,2045,20000,2160,16258879
"242",10,5111,1,2045,20000,2160,16258879
"243",10,5112,4,2045,20000,2160,16258879
"244",10,5116,2,2045,20000,2160,16258879
"245",10,5138,1,2045,20000,2160,16258879
"246",10,5139,1,2045,20000,2160,16258879
"247",10,5140,2,2045,20000,2160,16258879
"248",10,5142,1,2045,20000,2160,16258879
"249",10,5144,1,2045,20000,2160,16258879
"250",10,5148,1,2045,20000,2160,16258879
"251",10,5150,1,2045,20000,2160,16258879
"252",10,5157,1,2045,20000,2160,16258879
"253",10,5158,1,2045,20000,2160,16258879
"254",10,5160,1,2045,20000,2160,16258879
"255",10,5161,2,2045,20000,2160,16258879
"256",10,5194,1,2045,20000,2160,16258879
"257",10,5195,14,2045,20000,2160,16258879
"258",10,5205,1,2045,20000,2160,16258879
"259",10,5206,5,2045,20000,2160,16258879
"260",10,5376,1,2045,20000,2160,16258879
"261",10,5591,1,2045,20000,2160,16258879
"262",10,5593,1,2045,20000,2160,16258879
"263",10,5601,2,2045,20000,2160,16258879
"264",10,5605,1,2045,20000,2160,16258879
"265",10,5606,1,2045,20000,2160,16258879
"266",10,5614,1,2045,20000,2160,16258879
"267",10,5617,1,2045,20000,2160,16258879
"268",10,5624,1,2045,20000,2160,16258879
"269",10,5636,4,2045,20000,2160,16258879
"270",10,5668,3,2045,20000,2160,16258879
"271",10,5669,1,2045,20000,2160,16258879
"272",10,5670,2,2045,20000,2160,16258879
"273",10,5681,2,2045,20000,2160,16258879
"274",10,5691,1,2045,20000,2160,16258879
"275",10,5693,1,2045,20000,2160,16258879
"276",10,5706,2,2045,20000,2160,16258879
"277",10,5786,1,2045,20000,2160,16258879
"278",10,5805,1,2045,20000,2160,16258879
"279",10,5863,2,2045,20000,2160,16258879
"280",10,5900,2,2045,20000,2160,16258879
"281",10,5901,1,2045,20000,2160,16258879
"282",10,6006,1,2045,20000,2160,16258879
"283",10,6044,2,2045,20000,2160,16258879
"284",10,6099,1,2045,20000,2160,16258879
"285",10,6100,1,2045,20000,2160,16258879
"286",10,6102,1,2045,20000,2160,16258879
"287",10,6120,1,2045,20000,2160,16258879
"288",10,6133,1,2045,20000,2160,16258879
"289",10,6136,1,2045,20000,2160,16258879
"290",10,6223,1,2045,20000,2160,16258879
"291",10,6246,1,2045,20000,2160,16258879
"292",10,6248,1,2045,20000,2160,16258879
"293",10,6253,1,2045,20000,2160,16258879
"294",10,6354,1,2045,20000,2160,16258879
"295",10,6518,1,2045,20000,2160,16258879
"296",10,6544,1,2045,20000,2160,16258879
"297",10,6561,1,2045,20000,2160,16258879
"298",10,6669,1,2045,20000,2160,16258879
"299",10,6836,1,2045,20000,2160,16258879
"300",10,6840,1,2045,20000,2160,16258879
