"","i","TAZ12","value","year","dailyCapacity","hourlyCapacity","cost"
"1",1,116,1,2045,500,324,1262491
"2",1,122,1,2045,500,324,1262491
"3",1,158,1,2045,500,324,1262491
"4",1,161,1,2045,500,324,1262491
"5",1,163,1,2045,500,324,1262491
"6",1,171,1,2045,500,324,1262491
"7",1,172,1,2045,500,324,1262491
"8",1,227,1,2045,500,324,1262491
"9",1,228,1,2045,500,324,1262491
"10",1,246,1,2045,500,324,1262491
"11",1,247,1,2045,500,324,1262491
"12",1,248,1,2045,500,324,1262491
"13",1,251,1,2045,500,324,1262491
"14",1,256,1,2045,500,324,1262491
"15",1,257,1,2045,500,324,1262491
"16",1,258,1,2045,500,324,1262491
"17",1,270,1,2045,500,324,1262491
"18",1,273,1,2045,500,324,1262491
"19",1,276,1,2045,500,324,1262491
"20",1,309,1,2045,500,324,1262491
"21",1,345,1,2045,500,324,1262491
"22",1,414,1,2045,500,324,1262491
"23",1,420,1,2045,500,324,1262491
"24",1,803,1,2045,500,324,1262491
"25",1,887,1,2045,500,324,1262491
"26",1,906,1,2045,500,324,1262491
"27",1,1314,1,2045,500,324,1262491
"28",1,1944,1,2045,500,324,1262491
"29",1,2309,1,2045,500,324,1262491
"30",1,2522,1,2045,500,324,1262491
"31",1,2530,1,2045,500,324,1262491
"32",1,2572,1,2045,500,324,1262491
"33",1,2739,1,2045,500,324,1262491
"34",1,2772,1,2045,500,324,1262491
"35",1,2897,1,2045,500,324,1262491
"36",1,2900,1,2045,500,324,1262491
"37",1,2904,1,2045,500,324,1262491
"38",1,2915,1,2045,500,324,1262491
"39",1,2923,1,2045,500,324,1262491
"40",1,2934,1,2045,500,324,1262491
"41",1,2947,1,2045,500,324,1262491
"42",1,3000,1,2045,500,324,1262491
"43",1,3008,1,2045,500,324,1262491
"44",1,3013,1,2045,500,324,1262491
"45",1,3014,1,2045,500,324,1262491
"46",1,3018,1,2045,500,324,1262491
"47",1,3019,1,2045,500,324,1262491
"48",1,3021,1,2045,500,324,1262491
"49",1,3022,1,2045,500,324,1262491
"50",1,3030,1,2045,500,324,1262491
"51",1,3034,1,2045,500,324,1262491
"52",1,3213,1,2045,500,324,1262491
"53",1,3324,1,2045,500,324,1262491
"54",1,3362,1,2045,500,324,1262491
"55",1,5199,1,2045,500,324,1262491
"56",1,6101,1,2045,500,324,1262491
"57",2,130,1,2045,750,324,1649413
"58",2,331,1,2045,750,324,1649413
"59",2,2551,1,2045,750,324,1649413
"60",2,5600,1,2045,750,324,1649413
"61",3,122,1,2045,1000,324,1896504
"62",3,208,1,2045,1000,324,1896504
"63",3,235,1,2045,1000,324,1896504
"64",3,244,1,2045,1000,324,1896504
"65",3,1283,1,2045,1000,324,1896504
"66",3,1791,1,2045,1000,324,1896504
"67",3,2489,1,2045,1000,324,1896504
"68",3,2543,1,2045,1000,324,1896504
"69",3,2914,1,2045,1000,324,1896504
"70",3,3004,1,2045,1000,324,1896504
"71",3,3029,1,2045,1000,324,1896504
"72",3,3303,1,2045,1000,324,1896504
"73",3,3363,1,2045,1000,324,1896504
"74",3,3628,1,2045,1000,324,1896504
"75",4,124,1,2045,1500,324,2509117.08
"76",4,170,1,2045,1500,324,2509117.08
"77",4,226,1,2045,1500,324,2509117.08
"78",4,242,1,2045,1500,324,2509117.08
"79",4,280,1,2045,1500,324,2509117.08
"80",4,742,1,2045,1500,324,2509117.08
"81",4,888,1,2045,1500,324,2509117.08
"82",4,895,1,2045,1500,324,2509117.08
"83",4,1319,1,2045,1500,324,2509117.08
"84",4,2509,1,2045,1500,324,2509117.08
"85",4,2510,1,2045,1500,324,2509117.08
"86",4,2532,1,2045,1500,324,2509117.08
"87",4,2602,1,2045,1500,324,2509117.08
"88",4,2713,1,2045,1500,324,2509117.08
"89",4,2931,1,2045,1500,324,2509117.08
"90",4,3003,1,2045,1500,324,2509117.08
"91",4,3100,1,2045,1500,324,2509117.08
"92",4,3211,1,2045,1500,324,2509117.08
"93",4,3321,1,2045,1500,324,2509117.08
"94",4,3385,1,2045,1500,324,2509117.08
"95",4,5675,1,2045,1500,324,2509117.08
"96",5,2507,1,2045,3000,540,4397993.4
"97",5,2714,1,2045,3000,540,4397993.4
"98",5,2742,2,2045,3000,540,4397993.4
"99",5,3010,1,2045,3000,540,4397993.4
"100",5,3012,1,2045,3000,540,4397993.4
"101",5,3364,1,2045,3000,540,4397993.4
"102",5,3377,1,2045,3000,540,4397993.4
"103",6,278,1,2045,5000,648,5947404.11
"104",6,415,1,2045,5000,648,5947404.11
"105",6,2518,1,2045,5000,648,5947404.11
"106",6,3020,1,2045,5000,648,5947404.11
"107",6,3216,1,2045,5000,648,5947404.11
"108",6,5665,1,2045,5000,648,5947404.11
"109",7,202,1,2045,7500,648,7781636
"110",7,219,1,2045,7500,648,7781636
"111",7,935,1,2045,7500,648,7781636
"112",7,1316,1,2045,7500,648,7781636
"113",7,3252,1,2045,7500,648,7781636
"114",7,3301,1,2045,7500,648,7781636
"115",7,3452,1,2045,7500,648,7781636
"116",7,3501,1,2045,7500,648,7781636
"117",7,4649,1,2045,7500,648,7781636
"118",7,5523,1,2045,7500,648,7781636
"119",7,5536,1,2045,7500,648,7781636
"120",8,439,1,2045,10000,1080,9652630
"121",8,705,1,2045,10000,1080,9652630
"122",8,2332,1,2045,10000,1080,9652630
"123",8,2545,1,2045,10000,1080,9652630
"124",8,2949,1,2045,10000,1080,9652630
"125",8,6264,1,2045,10000,1080,9652630
"126",8,6518,1,2045,10000,1080,9652630
"127",9,109,1,2045,15000,1080,12624651
"128",9,162,1,2045,15000,1080,12624651
"129",9,308,1,2045,15000,1080,12624651
"130",9,425,1,2045,15000,1080,12624651
"131",9,455,1,2045,15000,1080,12624651
"132",9,716,1,2045,15000,1080,12624651
"133",9,1385,1,2045,15000,1080,12624651
"134",9,1480,1,2045,15000,1080,12624651
"135",9,1850,1,2045,15000,1080,12624651
"136",9,1937,1,2045,15000,1080,12624651
"137",9,2566,1,2045,15000,1080,12624651
"138",9,2726,1,2045,15000,1080,12624651
"139",9,3137,1,2045,15000,1080,12624651
"140",9,3627,1,2045,15000,1080,12624651
"141",9,3822,1,2045,15000,1080,12624651
"142",9,4023,2,2045,15000,1080,12624651
"143",9,5146,1,2045,15000,1080,12624651
"144",9,5310,1,2045,15000,1080,12624651
"145",9,5317,1,2045,15000,1080,12624651
"146",9,5517,1,2045,15000,1080,12624651
"147",9,5574,1,2045,15000,1080,12624651
"148",9,5581,1,2045,15000,1080,12624651
"149",9,5615,1,2045,15000,1080,12624651
