TAZ12,Lon,Lat,i,value,year,dailyCapacity,hourlyCapacity,cost
"327",-121.688131442129,38.6340868163096,"1","1","2030","500","324",1262491
"331",-122.137491984328,38.7861425665166,"1","1","2030","500","324",1262491
"335",-121.712210006936,38.556909197357,"3","1","2030","1000","324",1896504
"345",-121.380663692875,39.146240543838,"1","1","2030","500","324",1262491
"403",-120.976681168372,38.8534670700679,"9","1","2030","15000","1080",12624651
"414",-120.324744326104,38.8305565323631,"6","1","2030","5000","648",5947404.11
"420",-120.733007600707,38.8929687729119,"1","1","2030","500","324",1262491
"425",-120.526148108695,38.6028624578985,"1","2","2030","500","324",1262491
"434",-120.474697300892,39.2486513050169,"4","2","2030","1500","324",2509117.08
"457",-121.048270289897,38.9445239942524,"1","1","2030","500","324",1262491
"506",-121.467335110454,38.5876624894595,"10","1","2030","20000","2160",16258879
"534",-121.502137803696,38.5683440463928,"4","1","2030","1500","324",2509117.08
"715",-121.625620682018,38.1702973354452,"1","1","2030","500","324",1262491
"740",-121.355503492248,38.2762546399212,"5","1","2030","3000","540",4397993.4
"742",-121.278113561835,38.2908557249288,"1","2","2030","500","324",1262491
"803",-122.304669514121,38.626594073059,"1","1","2030","500","324",1262491
"829",-121.800333120393,38.4226701653643,"1","1","2030","500","324",1262491
"858",-122.166125129309,38.2540563838418,"9","1","2030","15000","1080",12624651
"877",-121.977703574752,38.1573677714284,"6","1","2030","5000","648",5947404.11
"887",-123.218622980784,38.6322674554832,"1","1","2030","500","324",1262491
"888",-122.822270828278,38.7299133905846,"1","1","2030","500","324",1262491
"895",-122.960106445359,38.518595563279,"1","1","2030","500","324",1262491
"906",-122.7834662554,38.1630636588719,"4","2","2030","1500","324",2509117.08
"923",-122.520552232457,37.9610287587317,"2","1","2030","750","324",1649413
"935",-122.497077312202,37.9559523409793,"3","1","2030","1000","324",1896504
"983",-122.54672852134,38.2190105926224,"4","1","2030","1500","324",2509117.08
"1210",-122.414118649336,37.5345521215456,"3","1","2030","1000","324",1896504
"1222",-122.483905786205,37.6361470471677,"4","1","2030","1500","324",2509117.08
"1283",-122.299910594892,37.2903668424745,"7","1","2030","7500","648",7781636
"1314",-121.819115151108,37.8322896653234,"4","1","2030","1500","324",2509117.08
"1319",-122.153272293955,38.0162324480831,"6","1","2030","5000","648",5947404.11
"1365",-121.632263702073,37.8819063487158,"9","1","2030","15000","1080",12624651
"1480",-122.308439123972,37.8015331211233,"8","1","2030","10000","1080",9652630
"1672",-121.989909283744,37.6501706443344,"4","1","2030","1500","324",2509117.08
"1686",-121.807375562733,37.5568373763309,"8","1","2030","10000","1080",9652630
"1796",-121.973765460631,37.4414115045493,"3","1","2030","1000","324",1896504
"1850",-121.89986419762,37.3462081373769,"7","1","2030","7500","648",7781636
"1944",-121.515854373978,37.2357884174404,"3","2","2030","1000","324",1896504
"2003",-121.182289943771,37.9347984749818,"10","1","2030","20000","2160",16258879
"2103",-121.302980768737,37.8350228078353,"10","1","2030","20000","2160",16258879
"2114",-121.453225587472,37.6113436116689,"1","1","2030","500","324",1262491
"2119",-121.077666676359,38.1160988621884,"1","1","2030","500","324",1262491
"2127",-121.114934764578,37.7551238096651,"3","2","2030","1000","324",1896504
"2127",-121.114934764578,37.7551238096651,"1","2","2030","500","324",1262491
"2133",-121.458026689971,37.921840478373,"1","1","2030","500","324",1262491
"2208",-121.311387632705,37.4888211038607,"1","1","2030","500","324",1262491
"2215",-120.88971210717,37.5082736556468,"10","1","2030","20000","2160",16258879
"2224",-120.609430876517,37.6492521727898,"1","1","2030","500","324",1262491
"2227",-120.830169988109,37.8866418267492,"10","1","2030","20000","2160",16258879
"2310",-120.645877326591,37.1783649815002,"9","1","2030","15000","1080",12624651
"2311",-120.903713397097,37.205457186913,"3","3","2030","1000","324",1896504
"2313",-120.738775440195,37.0050153091889,"1","1","2030","500","324",1262491
"2323",-120.805122052661,37.3389480741047,"1","2","2030","500","324",1262491
"2324",-120.483074345704,37.4928411171191,"1","2","2030","500","324",1262491
"2331",-120.455441018462,37.298216164279,"1","1","2030","500","324",1262491
"2478",-119.782721748134,36.737094780275,"7","1","2030","7500","648",7781636
"2501",-119.699335399183,36.6818554358624,"3","1","2030","1000","324",1896504
"2507",-119.022964865082,37.1720303365142,"3","1","2030","1000","324",1896504
"2509",-118.869473985197,36.8217556084848,"4","1","2030","1500","324",2509117.08
"2518",-119.682397429884,36.4759448890163,"4","1","2030","1500","324",2509117.08
"2522",-120.137297453858,36.6326706605326,"1","1","2030","500","324",1262491
"2525",-120.385925960671,36.5510125078256,"1","1","2030","500","324",1262491
"2529",-120.636340775124,36.7886757915198,"1","1","2030","500","324",1262491
"2530",-120.103126519148,36.1678862984166,"1","1","2030","500","324",1262491
"2532",-120.159781329275,36.3251277422132,"1","1","2030","500","324",1262491
"2551",-120.252754820434,37.0149914965006,"4","1","2030","1500","324",2509117.08
"2566",-119.884722021432,37.1674242425393,"4","1","2030","1500","324",2509117.08
"2566",-119.884722021432,37.1674242425393,"2","1","2030","750","324",1649413
"2602",-119.738133265073,35.9479724131564,"1","1","2030","500","324",1262491
"2713",-118.499387088127,36.2642132788348,"1","2","2030","500","324",1262491
"2714",-119.033666397429,36.5578256025278,"1","1","2030","500","324",1262491
"2726",-119.138016301703,36.1682100392086,"5","1","2030","3000","540",4397993.4
"2739",-119.392977656364,35.8903643796445,"1","1","2030","500","324",1262491
"2742",-119.45024563927,36.2076824365024,"1","1","2030","500","324",1262491
"2772",-118.798331010016,35.943384808599,"1","1","2030","500","324",1262491
"2795",-118.783357320161,34.9797010783239,"3","5","2030","1000","324",1896504
"2824",-118.931121736459,35.3272128069404,"1","1","2030","500","324",1262491
"2893",-119.038837256933,35.2624633626764,"10","1","2030","20000","2160",16258879
"2900",-119.150401623275,34.9473229582053,"1","1","2030","500","324",1262491
"2904",-117.880164893465,34.9084872032804,"1","1","2030","500","324",1262491
"2912",-118.464084346732,34.980430673458,"10","1","2030","20000","2160",16258879
"2914",-119.767704460078,35.6479415948574,"1","1","2030","500","324",1262491
"2915",-118.841675595596,35.6576891087084,"3","1","2030","1000","324",1896504
"2918",-118.684352453533,35.4404061923745,"1","1","2030","500","324",1262491
"2923",-118.17727782098,35.5947531857608,"1","1","2030","500","324",1262491
"2931",-117.935588992965,35.2508199420292,"1","1","2030","500","324",1262491
"2934",-117.780318334342,35.1804827993342,"1","1","2030","500","324",1262491
"2935",-118.337814221164,35.2801940255313,"1","1","2030","500","324",1262491
"2947",-119.503039394754,35.2672331211903,"1","1","2030","500","324",1262491
"2949",-119.195697139978,35.6433699474497,"4","1","2030","1500","324",2509117.08
"3000",-119.820603803423,38.597094081245,"1","1","2030","500","324",1262491
"3004",-120.933979846297,38.4175792086332,"2","1","2030","750","324",1649413
"3012",-120.51626277962,38.1004744686828,"2","1","2030","750","324",1649413
"3013",-117.328777996373,36.4460848855241,"1","1","2030","500","324",1262491
"3014",-118.286446877807,37.3172240688691,"1","1","2030","500","324",1262491
"3018",-119.723391382274,37.6706679769965,"1","1","2030","500","324",1262491
"3019",-120.183540016953,37.5952158760793,"1","1","2030","500","324",1262491
"3020",-120.025456844301,37.3754860789222,"4","1","2030","1500","324",2509117.08
"3021",-119.203393590944,38.1671371795063,"1","1","2030","500","324",1262491
"3022",-118.519674002668,37.6917935398911,"1","1","2030","500","324",1262491
"3029",-119.988986491895,38.2028029889458,"1","1","2030","500","324",1262491
"3030",-119.691848566942,37.9432606870394,"1","1","2030","500","324",1262491
"3034",-120.43422150028,37.7738081179365,"1","1","2030","500","324",1262491
"3100",-120.969547222813,36.5275658678316,"1","1","2030","500","324",1262491
"3101",-121.522474911746,36.8328393148974,"6","1","2030","5000","648",5947404.11
"3121",-122.018212107149,37.0235211349695,"3","1","2030","1000","324",1896504
"3121",-122.018212107149,37.0235211349695,"2","1","2030","750","324",1649413
"3211",-121.451295679041,36.3477051989184,"2","1","2030","750","324",1649413
"3216",-121.785269373638,36.7095585154616,"3","1","2030","1000","324",1896504
"3252",-120.910810052476,35.9605171998839,"3","1","2030","1000","324",1896504
"3301",-119.987896653595,35.2280107839926,"1","1","2030","500","324",1262491
"3303",-120.885732604978,35.6912579933363,"1","1","2030","500","324",1262491
"3324",-120.79052213703,35.3331866095589,"3","1","2030","1000","324",1896504
"3362",-120.032558934441,34.703891202709,"1","1","2030","500","324",1262491
"3363",-120.272681241429,34.5336955197478,"1","1","2030","500","324",1262491
"3364",-120.020260668448,34.5540054410697,"2","1","2030","750","324",1649413
"3385",-120.398762231821,34.9573496770783,"2","1","2030","750","324",1649413
"3385",-120.398762231821,34.9573496770783,"1","1","2030","500","324",1262491
"3400",-119.14444167002,34.6387778665453,"1","1","2030","500","324",1262491
"3452",-119.021389590792,34.3069933463154,"6","1","2030","5000","648",5947404.11
"3501",-118.851725942679,34.1544580895014,"1","1","2030","500","324",1262491
"3602",-117.863719280165,34.2984142808029,"1","1","2030","500","324",1262491
"3627",-117.973544177759,34.7492445733967,"5","1","2030","3000","540",4397993.4
"3628",-117.760267982291,34.6863091808921,"1","1","2030","500","324",1262491
"3692",-118.295530885329,34.3610479384464,"9","1","2030","15000","1080",12624651
"3699",-118.635989122871,34.6336006686388,"1","1","2030","500","324",1262491
"3725",-118.575645706117,34.2868308272977,"1","1","2030","500","324",1262491
"3725",-118.575645706117,34.2868308272977,"7","1","2030","7500","648",7781636
"3822",-118.530411156452,34.1647330588885,"1","1","2030","500","324",1262491
"4023",-118.268323854909,34.088080550352,"10","1","2030","20000","2160",16258879
"4277",-118.180785742523,33.9440640349565,"4","3","2030","1500","324",2509117.08
"4547",-118.373885250537,33.9540321067406,"10","1","2030","20000","2160",16258879
"4622",-118.23638607237,33.8346288189,"10","1","2030","20000","2160",16258879
"4916",-117.938110012158,34.0621470608439,"8","1","2030","10000","1080",9652630
"5055",-117.759220651964,34.0827648185871,"4","1","2030","1500","324",2509117.08
"5055",-117.759220651964,34.0827648185871,"1","1","2030","500","324",1262491
