TAZ12,Lon,Lat,i,value,year,dailyCapacity,hourlyCapacity,cost
"5101",-117.283558694141,35.3859426272637,"10","1","2030","20000","2160",16258879
"5110",-117.123059494058,34.9397787534851,"10","2","2030","20000","2160",16258879
"5130",-117.321093516637,34.4603138349778,"5","1","2030","3000","540",4397993.4
"5138",-115.46865474482,34.9341607638801,"8","1","2030","10000","1080",9652630
"5139",-115.854705571636,35.3999329883185,"1","1","2030","500","324",1262491
"5140",-116.600165334143,35.4378697094107,"10","1","2030","20000","2160",16258879
"5142",-116.243848776799,34.0792339816679,"1","1","2030","500","324",1262491
"5144",-116.597547636965,34.3658095836312,"10","1","2030","20000","2160",16258879
"5146",-115.873072280476,34.1547120022446,"1","1","2030","500","324",1262491
"5148",-114.802781067676,34.5052103801359,"9","1","2030","15000","1080",12624651
"5157",-116.864603238637,34.1396883625477,"1","1","2030","500","324",1262491
"5158",-117.382061424215,34.8071658056363,"2","1","2030","750","324",1649413
"5160",-116.993017791236,34.6370083569501,"10","1","2030","20000","2160",16258879
"5194",-115.44571870322,34.2568403214839,"9","1","2030","15000","1080",12624651
"5195",-116.440648697204,34.8449949462717,"10","1","2030","20000","2160",16258879
"5199",-117.563291588792,34.3424727961093,"4","1","2030","1500","324",2509117.08
"5206",-117.695642494353,33.9286025685133,"10","1","2030","20000","2160",16258879
"5310",-117.471075966127,34.0564816055619,"8","1","2030","10000","1080",9652630
"5317",-117.394377230289,34.182499704916,"2","1","2030","750","324",1649413
"5317",-117.394377230289,34.182499704916,"1","1","2030","500","324",1262491
"5517",-117.166368413146,33.7191299192946,"1","1","2030","500","324",1262491
"5523",-117.405570245519,33.5757245908217,"3","1","2030","1000","324",1896504
"5579",-117.250061808725,33.8029495454304,"7","1","2030","7500","648",7781636
"5594",-117.229800384144,33.9434959165952,"10","1","2030","20000","2160",16258879
"5594",-117.229800384144,33.9434959165952,"1","1","2030","500","324",1262491
"5600",-115.604774591728,33.2376659836729,"1","1","2030","500","324",1262491
"5601",-115.414596307799,32.9907854099583,"9","1","2030","15000","1080",12624651
"5614",-114.998545332192,33.0746190033165,"4","1","2030","1500","324",2509117.08
"5614",-114.998545332192,33.0746190033165,"9","1","2030","15000","1080",12624651
"5615",-115.87060216784,33.1596630043049,"1","1","2030","500","324",1262491
"5624",-117.091200707386,33.9730684088259,"1","7","2030","500","324",1262491
"5636",-116.764300994005,33.6302219056992,"10","1","2030","20000","2160",16258879
"5665",-116.152827890945,33.5265770951924,"5","1","2030","3000","540",4397993.4
"5668",-115.582296891338,33.8812406589577,"9","1","2030","15000","1080",12624651
"5675",-116.338604792653,33.7955264133332,"4","1","2030","1500","324",2509117.08
"5681",-114.738447232203,33.8118437542552,"1","1","2030","500","324",1262491
"5693",-115.151865509688,33.7252445010949,"9","1","2030","15000","1080",12624651
"5786",-117.812476652612,33.9225923339992,"10","1","2030","20000","2160",16258879
"5805",-117.98977211796,33.7409210603358,"2","1","2030","750","324",1649413
"5805",-117.98977211796,33.7409210603358,"1","1","2030","500","324",1262491
"5900",-117.783272033275,33.6034891603085,"10","1","2030","20000","2160",16258879
"5908",-117.867245707009,33.6321747224337,"5","1","2030","3000","540",4397993.4
"5930",-117.686700929889,33.7124514217106,"2","1","2030","750","324",1649413
"6010",-117.666309759839,33.506807320275,"10","1","2030","20000","2160",16258879
"6099",-116.335421019885,33.5106594151111,"1","1","2030","500","324",1262491
"6100",-116.290432218708,33.1160252774371,"1","1","2030","500","324",1262491
"6101",-116.438925962994,32.7034492318799,"1","1","2030","500","324",1262491
"6102",-116.704173911736,33.2411454996252,"9","1","2030","15000","1080",12624651
"6136",-116.900866675007,32.7236685351833,"2","1","2030","750","324",1649413
"6136",-116.900866675007,32.7236685351833,"9","1","2030","15000","1080",12624651
"6201",-117.353555216783,33.458524117357,"9","1","2030","15000","1080",12624651
"6264",-117.255227004675,33.1862084407157,"5","1","2030","3000","540",4397993.4
"6390",-117.192303093249,33.0331613611319,"7","1","2030","7500","648",7781636
"6518",-117.036648189057,32.7733154243274,"9","1","2030","15000","1080",12624651
"6561",-116.972416936302,32.7148468668414,"4","1","2030","1500","324",2509117.08
"6836",-115.92625092292,32.815208160556,"2","1","2030","750","324",1649413
"6836",-115.92625092292,32.815208160556,"1","1","2030","500","324",1262491
"6840",-117.186547471919,33.4704680364394,"7","1","2030","7500","648",7781636
"109",-123.755197379477,41.1541477436378,"9","1","2035","15000","1080",12624651
"116",-124.056933434818,40.4424556590573,"1","1","2035","500","324",1262491
"122",-120.592987698823,40.8639250224093,"2","1","2035","750","324",1649413
"129",-121.098611154994,41.596157910438,"4","1","2035","1500","324",2509117.08
"130",-120.50537088862,41.5761323329595,"1","1","2035","500","324",1262491
"137",-122.658114303739,40.5520481349625,"7","1","2035","7500","648",7781636
"150",-122.364343087107,40.6739851895282,"10","1","2035","20000","2160",16258879
"156",-122.359142806701,40.9950928788783,"10","1","2035","20000","2160",16258879
"157",-121.997793569239,40.8695228215215,"10","1","2035","20000","2160",16258879
"158",-121.513203795865,40.6729642834579,"1","1","2035","500","324",1262491
"161",-122.041755606452,41.7974598413151,"1","1","2035","500","324",1262491
"162",-122.475503414042,41.8891099632226,"10","1","2035","20000","2160",16258879
"163",-123.335680907067,41.7447460048882,"1","1","2035","500","324",1262491
"164",-123.020229747748,41.4013733776321,"6","1","2035","5000","648",5947404.11
"166",-122.435598978743,41.4823758663718,"10","1","2035","20000","2160",16258879
"169",-121.813996666238,41.4130876781861,"10","1","2035","20000","2160",16258879
"170",-122.778672438376,40.9218877079846,"4","1","2035","1500","324",2509117.08
"171",-123.26194366533,40.8849612994346,"1","1","2035","500","324",1262491
"172",-123.242836035237,40.4876323079403,"1","1","2035","500","324",1262491
"219",-121.332130179713,39.6408160566063,"6","1","2035","5000","648",5947404.11
"226",-121.777392301415,39.4185001197963,"7","1","2035","7500","648",7781636
"227",-122.01186113245,39.0017575662403,"1","1","2035","500","324",1262491
"228",-122.357841300107,39.2190973272834,"1","1","2035","500","324",1262491
"228",-122.357841300107,39.2190973272834,"3","1","2035","1000","324",1896504
"235",-122.046855323628,39.6714882878186,"5","1","2035","3000","540",4397993.4
"242",-122.516642598164,38.8210081514369,"1","1","2035","500","324",1262491
"244",-122.863790704433,39.2897206648043,"4","1","2035","1500","324",2509117.08
"246",-123.214005860486,39.7678225150764,"1","1","2035","500","324",1262491
"247",-123.696780822889,39.7797722225828,"1","1","2035","500","324",1262491
"248",-123.638358068746,39.4549754829463,"1","1","2035","500","324",1262491
"251",-123.31842823481,39.358752302385,"2","1","2035","750","324",1649413
"256",-123.528879752079,39.1619536853695,"1","1","2035","500","324",1262491
"257",-123.511530514922,38.9071458741385,"1","1","2035","500","324",1262491
"258",-123.198119488288,38.9628393576288,"1","1","2035","500","324",1262491
"263",-120.535128119216,39.3930901986849,"10","1","2035","20000","2160",16258879
"268",-120.968429448434,39.1839691814614,"7","1","2035","7500","648",7781636
"273",-121.003790813055,39.8816399405759,"2","1","2035","750","324",1649413
"276",-121.235650122588,40.2722854949641,"1","1","2035","500","324",1262491
"277",-120.516014343013,39.580688669977,"10","1","2035","20000","2160",16258879
"278",-121.808539266908,40.1955332495693,"4","1","2035","1500","324",2509117.08
"280",-122.330292053655,40.2721818766048,"4","1","2035","1500","324",2509117.08
"286",-121.675320651807,39.6754139359524,"5","1","2035","3000","540",4397993.4
"308",-121.621730964904,38.8940215276172,"7","1","2035","7500","648",7781636
"308",-121.621730964904,38.8940215276172,"9","1","2035","15000","1080",12624651
"309",-121.800555761586,39.1532217658689,"5","1","2035","3000","540",4397993.4
"327",-121.688131442129,38.6340868163096,"10","1","2035","20000","2160",16258879
"331",-122.137491984328,38.7861425665166,"3","1","2035","1000","324",1896504
"335",-121.712210006936,38.556909197357,"6","1","2035","5000","648",5947404.11
"345",-121.380663692875,39.146240543838,"1","1","2035","500","324",1262491
"403",-120.976681168372,38.8534670700679,"10","2","2035","20000","2160",16258879
"414",-120.324744326104,38.8305565323631,"9","1","2035","15000","1080",12624651
"414",-120.324744326104,38.8305565323631,"5","1","2035","3000","540",4397993.4
"420",-120.733007600707,38.8929687729119,"1","1","2035","500","324",1262491
"425",-120.526148108695,38.6028624578985,"6","1","2035","5000","648",5947404.11
"426",-120.592911364922,38.7196830775261,"6","1","2035","5000","648",5947404.11
"434",-120.474697300892,39.2486513050169,"9","1","2035","15000","1080",12624651
"434",-120.474697300892,39.2486513050169,"8","1","2035","10000","1080",9652630
"457",-121.048270289897,38.9445239942524,"10","1","2035","20000","2160",16258879
"506",-121.467335110454,38.5876624894595,"9","1","2035","15000","1080",12624651
"506",-121.467335110454,38.5876624894595,"8","1","2035","10000","1080",9652630
"534",-121.502137803696,38.5683440463928,"10","1","2035","20000","2160",16258879
"705",-121.204614951795,38.6148400540031,"9","1","2035","15000","1080",12624651
"715",-121.625620682018,38.1702973354452,"1","1","2035","500","324",1262491
"740",-121.355503492248,38.2762546399212,"9","1","2035","15000","1080",12624651
"742",-121.278113561835,38.2908557249288,"3","1","2035","1000","324",1896504
"800",-122.272104741154,38.2709058761195,"7","1","2035","7500","648",7781636
"803",-122.304669514121,38.626594073059,"1","1","2035","500","324",1262491
"818",-122.35912575159,38.3827363036691,"5","1","2035","3000","540",4397993.4
"819",-122.368227879914,38.2815885403293,"10","1","2035","20000","2160",16258879
"829",-121.800333120393,38.4226701653643,"10","1","2035","20000","2160",16258879
"858",-122.166125129309,38.2540563838418,"7","1","2035","7500","648",7781636
"858",-122.166125129309,38.2540563838418,"9","1","2035","15000","1080",12624651
"877",-121.977703574752,38.1573677714284,"9","1","2035","15000","1080",12624651
"887",-123.218622980784,38.6322674554832,"4","1","2035","1500","324",2509117.08
"887",-123.218622980784,38.6322674554832,"1","1","2035","500","324",1262491
"888",-122.822270828278,38.7299133905846,"6","1","2035","5000","648",5947404.11
"895",-122.960106445359,38.518595563279,"7","1","2035","7500","648",7781636
"906",-122.7834662554,38.1630636588719,"5","1","2035","3000","540",4397993.4
"923",-122.520552232457,37.9610287587317,"2","1","2035","750","324",1649413
"935",-122.497077312202,37.9559523409793,"9","1","2035","15000","1080",12624651
"983",-122.54672852134,38.2190105926224,"6","1","2035","5000","648",5947404.11
"1210",-122.414118649336,37.5345521215456,"3","1","2035","1000","324",1896504
"1222",-122.483905786205,37.6361470471677,"7","1","2035","7500","648",7781636
"1283",-122.299910594892,37.2903668424745,"10","1","2035","20000","2160",16258879
"1314",-121.819115151108,37.8322896653234,"7","1","2035","7500","648",7781636
"1319",-122.153272293955,38.0162324480831,"9","1","2035","15000","1080",12624651
"1365",-121.632263702073,37.8819063487158,"10","1","2035","20000","2160",16258879
"1480",-122.308439123972,37.8015331211233,"10","1","2035","20000","2160",16258879
"1586",-122.29820103201,37.8419041433694,"10","1","2035","20000","2160",16258879
"1672",-121.989909283744,37.6501706443344,"10","1","2035","20000","2160",16258879
"1686",-121.807375562733,37.5568373763309,"10","1","2035","20000","2160",16258879
"1796",-121.973765460631,37.4414115045493,"10","1","2035","20000","2160",16258879
"1850",-121.89986419762,37.3462081373769,"10","1","2035","20000","2160",16258879
"1944",-121.515854373978,37.2357884174404,"9","1","2035","15000","1080",12624651
"2003",-121.182289943771,37.9347984749818,"10","5","2035","20000","2160",16258879
"2103",-121.302980768737,37.8350228078353,"10","1","2035","20000","2160",16258879
"2114",-121.453225587472,37.6113436116689,"7","1","2035","7500","648",7781636
"2119",-121.077666676359,38.1160988621884,"8","1","2035","10000","1080",9652630
"2127",-121.114934764578,37.7551238096651,"10","1","2035","20000","2160",16258879
"2133",-121.458026689971,37.921840478373,"10","1","2035","20000","2160",16258879
"2208",-121.311387632705,37.4888211038607,"10","1","2035","20000","2160",16258879
"2210",-121.135659266026,37.6349727797727,"10","1","2035","20000","2160",16258879
"2215",-120.88971210717,37.5082736556468,"10","1","2035","20000","2160",16258879
"2224",-120.609430876517,37.6492521727898,"10","1","2035","20000","2160",16258879
"2227",-120.830169988109,37.8866418267492,"10","1","2035","20000","2160",16258879
"2230",-120.864721398048,37.7410052927955,"10","1","2035","20000","2160",16258879
"2310",-120.645877326591,37.1783649815002,"9","1","2035","15000","1080",12624651
"2311",-120.903713397097,37.205457186913,"10","1","2035","20000","2160",16258879
"2313",-120.738775440195,37.0050153091889,"10","1","2035","20000","2160",16258879
"2313",-120.738775440195,37.0050153091889,"1","1","2035","500","324",1262491
"2323",-120.805122052661,37.3389480741047,"10","1","2035","20000","2160",16258879
"2324",-120.483074345704,37.4928411171191,"10","1","2035","20000","2160",16258879
"2331",-120.455441018462,37.298216164279,"7","1","2035","7500","648",7781636
"2478",-119.782721748134,36.737094780275,"9","1","2035","15000","1080",12624651
"2489",-119.74539568899,36.660414535898,"7","1","2035","7500","648",7781636
"2501",-119.699335399183,36.6818554358624,"3","1","2035","1000","324",1896504
"2507",-119.022964865082,37.1720303365142,"1","1","2035","500","324",1262491
"2507",-119.022964865082,37.1720303365142,"5","1","2035","3000","540",4397993.4
"2509",-118.869473985197,36.8217556084848,"8","1","2035","10000","1080",9652630
"2509",-118.869473985197,36.8217556084848,"4","1","2035","1500","324",2509117.08
"2518",-119.682397429884,36.4759448890163,"6","1","2035","5000","648",5947404.11
"2522",-120.137297453858,36.6326706605326,"2","1","2035","750","324",1649413
"2525",-120.385925960671,36.5510125078256,"7","1","2035","7500","648",7781636
"2529",-120.636340775124,36.7886757915198,"10","1","2035","20000","2160",16258879
"2529",-120.636340775124,36.7886757915198,"1","1","2035","500","324",1262491
"2530",-120.103126519148,36.1678862984166,"1","1","2035","500","324",1262491
"2532",-120.159781329275,36.3251277422132,"6","1","2035","5000","648",5947404.11
"2532",-120.159781329275,36.3251277422132,"1","1","2035","500","324",1262491
"2545",-119.975120194572,36.8544343618095,"7","1","2035","7500","648",7781636
"2551",-120.252754820434,37.0149914965006,"4","1","2035","1500","324",2509117.08
"2566",-119.884722021432,37.1674242425393,"7","1","2035","7500","648",7781636
"2572",-119.554107522292,37.1487486693221,"5","1","2035","3000","540",4397993.4
"2574",-119.982422214234,36.8992007791671,"7","1","2035","7500","648",7781636
"2602",-119.738133265073,35.9479724131564,"1","1","2035","500","324",1262491
"2713",-118.499387088127,36.2642132788348,"4","1","2035","1500","324",2509117.08
"2714",-119.033666397429,36.5578256025278,"1","1","2035","500","324",1262491
"2714",-119.033666397429,36.5578256025278,"2","1","2035","750","324",1649413
"2726",-119.138016301703,36.1682100392086,"9","1","2035","15000","1080",12624651
"2739",-119.392977656364,35.8903643796445,"1","1","2035","500","324",1262491
"2742",-119.45024563927,36.2076824365024,"5","1","2035","3000","540",4397993.4
"2743",-119.420404132658,36.0606743103592,"7","1","2035","7500","648",7781636
"2772",-118.798331010016,35.943384808599,"4","1","2035","1500","324",2509117.08
"2795",-118.783357320161,34.9797010783239,"10","1","2035","20000","2160",16258879
"2824",-118.931121736459,35.3272128069404,"10","1","2035","20000","2160",16258879
"2836",-118.956890217024,35.3599301736916,"10","1","2035","20000","2160",16258879
"2893",-119.038837256933,35.2624633626764,"10","1","2035","20000","2160",16258879
"2900",-119.150401623275,34.9473229582053,"8","1","2035","10000","1080",9652630
"2900",-119.150401623275,34.9473229582053,"10","1","2035","20000","2160",16258879
"2904",-117.880164893465,34.9084872032804,"1","1","2035","500","324",1262491
"2912",-118.464084346732,34.980430673458,"10","1","2035","20000","2160",16258879
"2914",-119.767704460078,35.6479415948574,"1","1","2035","500","324",1262491
"2915",-118.841675595596,35.6576891087084,"3","1","2035","1000","324",1896504
"2916",-119.418944195038,35.3960943575544,"7","1","2035","7500","648",7781636
"2918",-118.684352453533,35.4404061923745,"1","1","2035","500","324",1262491
"2923",-118.17727782098,35.5947531857608,"1","1","2035","500","324",1262491
"2931",-117.935588992965,35.2508199420292,"1","1","2035","500","324",1262491
"2934",-117.780318334342,35.1804827993342,"1","1","2035","500","324",1262491
"2935",-118.337814221164,35.2801940255313,"9","1","2035","15000","1080",12624651
"2947",-119.503039394754,35.2672331211903,"5","1","2035","3000","540",4397993.4
"2949",-119.195697139978,35.6433699474497,"7","1","2035","7500","648",7781636
"3000",-119.820603803423,38.597094081245,"7","1","2035","7500","648",7781636
"3004",-120.933979846297,38.4175792086332,"3","1","2035","1000","324",1896504
"3008",-120.450844599841,38.3384954865487,"4","1","2035","1500","324",2509117.08
"3010",-120.710039587374,38.0219900587912,"5","1","2035","3000","540",4397993.4
"3012",-120.51626277962,38.1004744686828,"5","1","2035","3000","540",4397993.4
"3013",-117.328777996373,36.4460848855241,"3","1","2035","1000","324",1896504
"3014",-118.286446877807,37.3172240688691,"1","1","2035","500","324",1262491
"3018",-119.723391382274,37.6706679769965,"1","1","2035","500","324",1262491
"3019",-120.183540016953,37.5952158760793,"1","1","2035","500","324",1262491
"3020",-120.025456844301,37.3754860789222,"6","1","2035","5000","648",5947404.11
"3021",-119.203393590944,38.1671371795063,"3","1","2035","1000","324",1896504
"3022",-118.519674002668,37.6917935398911,"1","1","2035","500","324",1262491
"3029",-119.988986491895,38.2028029889458,"1","1","2035","500","324",1262491
"3030",-119.691848566942,37.9432606870394,"1","1","2035","500","324",1262491
"3034",-120.43422150028,37.7738081179365,"1","1","2035","500","324",1262491
"3100",-120.969547222813,36.5275658678316,"3","1","2035","1000","324",1896504
"3101",-121.522474911746,36.8328393148974,"8","1","2035","10000","1080",9652630
"3121",-122.018212107149,37.0235211349695,"8","1","2035","10000","1080",9652630
"3211",-121.451295679041,36.3477051989184,"6","1","2035","5000","648",5947404.11
"3216",-121.785269373638,36.7095585154616,"6","1","2035","5000","648",5947404.11
"3252",-120.910810052476,35.9605171998839,"5","1","2035","3000","540",4397993.4
"3301",-119.987896653595,35.2280107839926,"1","1","2035","500","324",1262491
"3303",-120.885732604978,35.6912579933363,"3","1","2035","1000","324",1896504
"3303",-120.885732604978,35.6912579933363,"4","1","2035","1500","324",2509117.08
"3324",-120.79052213703,35.3331866095589,"6","1","2035","5000","648",5947404.11
"3362",-120.032558934441,34.703891202709,"1","1","2035","500","324",1262491
"3363",-120.272681241429,34.5336955197478,"5","1","2035","3000","540",4397993.4
"3363",-120.272681241429,34.5336955197478,"1","1","2035","500","324",1262491
"3364",-120.020260668448,34.5540054410697,"5","1","2035","3000","540",4397993.4
"3385",-120.398762231821,34.9573496770783,"6","1","2035","5000","648",5947404.11
"3400",-119.14444167002,34.6387778665453,"6","1","2035","5000","648",5947404.11
"3410",-118.796347537522,34.421256824616,"9","1","2035","15000","1080",12624651
"3452",-119.021389590792,34.3069933463154,"9","1","2035","15000","1080",12624651
"3501",-118.851725942679,34.1544580895014,"8","1","2035","10000","1080",9652630
"3602",-117.863719280165,34.2984142808029,"7","1","2035","7500","648",7781636
"3627",-117.973544177759,34.7492445733967,"9","1","2035","15000","1080",12624651
"3628",-117.760267982291,34.6863091808921,"4","1","2035","1500","324",2509117.08
"3692",-118.295530885329,34.3610479384464,"10","2","2035","20000","2160",16258879
"3699",-118.635989122871,34.6336006686388,"10","1","2035","20000","2160",16258879
"3725",-118.575645706117,34.2868308272977,"10","1","2035","20000","2160",16258879
"3725",-118.575645706117,34.2868308272977,"8","1","2035","10000","1080",9652630
"3822",-118.530411156452,34.1647330588885,"7","1","2035","7500","648",7781636
"4023",-118.268323854909,34.088080550352,"10","2","2035","20000","2160",16258879
"4277",-118.180785742523,33.9440640349565,"10","5","2035","20000","2160",16258879
"4442",-118.424609271751,34.0036921480552,"10","1","2035","20000","2160",16258879
"4547",-118.373885250537,33.9540321067406,"9","1","2035","15000","1080",12624651
"4547",-118.373885250537,33.9540321067406,"10","1","2035","20000","2160",16258879
"4547",-118.373885250537,33.9540321067406,"8","1","2035","10000","1080",9652630
"4622",-118.23638607237,33.8346288189,"10","2","2035","20000","2160",16258879
"4916",-117.938110012158,34.0621470608439,"10","2","2035","20000","2160",16258879
"5055",-117.759220651964,34.0827648185871,"10","1","2035","20000","2160",16258879
"5101",-117.283558694141,35.3859426272637,"10","1","2035","20000","2160",16258879
"5110",-117.123059494058,34.9397787534851,"10","2","2035","20000","2160",16258879
"5111",-116.882461709058,34.9792277469684,"10","7","2035","20000","2160",16258879
"5130",-117.321093516637,34.4603138349778,"10","1","2035","20000","2160",16258879
"5138",-115.46865474482,34.9341607638801,"10","1","2035","20000","2160",16258879
"5139",-115.854705571636,35.3999329883185,"10","1","2035","20000","2160",16258879
"5140",-116.600165334143,35.4378697094107,"10","2","2035","20000","2160",16258879
"5142",-116.243848776799,34.0792339816679,"8","1","2035","10000","1080",9652630
"5144",-116.597547636965,34.3658095836312,"10","1","2035","20000","2160",16258879
"5146",-115.873072280476,34.1547120022446,"7","1","2035","7500","648",7781636
"5148",-114.802781067676,34.5052103801359,"10","2","2035","20000","2160",16258879
"5157",-116.864603238637,34.1396883625477,"10","1","2035","20000","2160",16258879
"5158",-117.382061424215,34.8071658056363,"10","1","2035","20000","2160",16258879
"5160",-116.993017791236,34.6370083569501,"10","1","2035","20000","2160",16258879
"5194",-115.44571870322,34.2568403214839,"10","1","2035","20000","2160",16258879
"5195",-116.440648697204,34.8449949462717,"10","9","2035","20000","2160",16258879
"5195",-116.440648697204,34.8449949462717,"8","1","2035","10000","1080",9652630
"5199",-117.563291588792,34.3424727961093,"4","1","2035","1500","324",2509117.08
"5206",-117.695642494353,33.9286025685133,"10","5","2035","20000","2160",16258879
"5310",-117.471075966127,34.0564816055619,"10","1","2035","20000","2160",16258879
"5317",-117.394377230289,34.182499704916,"10","1","2035","20000","2160",16258879
"5517",-117.166368413146,33.7191299192946,"9","1","2035","15000","1080",12624651
"5517",-117.166368413146,33.7191299192946,"7","1","2035","7500","648",7781636
"5523",-117.405570245519,33.5757245908217,"9","1","2035","15000","1080",12624651
"5523",-117.405570245519,33.5757245908217,"7","1","2035","7500","648",7781636
"5579",-117.250061808725,33.8029495454304,"8","1","2035","10000","1080",9652630
"5594",-117.229800384144,33.9434959165952,"7","1","2035","7500","648",7781636
"5594",-117.229800384144,33.9434959165952,"10","1","2035","20000","2160",16258879
"5600",-115.604774591728,33.2376659836729,"2","1","2035","750","324",1649413
"5601",-115.414596307799,32.9907854099583,"10","2","2035","20000","2160",16258879
"5601",-115.414596307799,32.9907854099583,"9","1","2035","15000","1080",12624651
"5614",-114.998545332192,33.0746190033165,"10","1","2035","20000","2160",16258879
"5614",-114.998545332192,33.0746190033165,"7","1","2035","7500","648",7781636
"5614",-114.998545332192,33.0746190033165,"9","1","2035","15000","1080",12624651
"5615",-115.87060216784,33.1596630043049,"7","1","2035","7500","648",7781636
"5621",-116.43456879401,33.699351882628,"10","2","2035","20000","2160",16258879
"5624",-117.091200707386,33.9730684088259,"10","2","2035","20000","2160",16258879
"5636",-116.764300994005,33.6302219056992,"10","1","2035","20000","2160",16258879
"5661",-116.150325053454,33.6868157346315,"7","1","2035","7500","648",7781636
"5665",-116.152827890945,33.5265770951924,"5","1","2035","3000","540",4397993.4
"5668",-115.582296891338,33.8812406589577,"10","2","2035","20000","2160",16258879
"5669",-114.653336374328,33.5361198240549,"10","1","2035","20000","2160",16258879
"5675",-116.338604792653,33.7955264133332,"9","1","2035","15000","1080",12624651
"5681",-114.738447232203,33.8118437542552,"10","2","2035","20000","2160",16258879
"5692",-116.120301252693,33.6390747527975,"10","1","2035","20000","2160",16258879
"5693",-115.151865509688,33.7252445010949,"10","1","2035","20000","2160",16258879
"5698",-116.974842913794,33.4512681676457,"10","1","2035","20000","2160",16258879
"5786",-117.812476652612,33.9225923339992,"10","1","2035","20000","2160",16258879
"5805",-117.98977211796,33.7409210603358,"10","1","2035","20000","2160",16258879
"5844",-117.981095058206,33.7141672132698,"7","1","2035","7500","648",7781636
"5844",-117.981095058206,33.7141672132698,"10","2","2035","20000","2160",16258879
"5844",-117.981095058206,33.7141672132698,"9","1","2035","15000","1080",12624651
"5900",-117.783272033275,33.6034891603085,"10","1","2035","20000","2160",16258879
"5908",-117.867245707009,33.6321747224337,"10","1","2035","20000","2160",16258879
"5930",-117.686700929889,33.7124514217106,"10","1","2035","20000","2160",16258879
"6010",-117.666309759839,33.506807320275,"10","1","2035","20000","2160",16258879
"6013",-117.68849266162,33.5277679597808,"10","1","2035","20000","2160",16258879
"6099",-116.335421019885,33.5106594151111,"10","1","2035","20000","2160",16258879
"6100",-116.290432218708,33.1160252774371,"9","1","2035","15000","1080",12624651
"6101",-116.438925962994,32.7034492318799,"2","1","2035","750","324",1649413
"6102",-116.704173911736,33.2411454996252,"10","1","2035","20000","2160",16258879
"6136",-116.900866675007,32.7236685351833,"10","1","2035","20000","2160",16258879
"6201",-117.353555216783,33.458524117357,"10","1","2035","20000","2160",16258879
"6264",-117.255227004675,33.1862084407157,"9","1","2035","15000","1080",12624651
"6390",-117.192303093249,33.0331613611319,"9","1","2035","15000","1080",12624651
"6390",-117.192303093249,33.0331613611319,"8","1","2035","10000","1080",9652630
"6518",-117.036648189057,32.7733154243274,"10","4","2035","20000","2160",16258879
"6561",-116.972416936302,32.7148468668414,"10","1","2035","20000","2160",16258879
"6836",-115.92625092292,32.815208160556,"10","1","2035","20000","2160",16258879
"6840",-117.186547471919,33.4704680364394,"7","1","2035","7500","648",7781636
"6840",-117.186547471919,33.4704680364394,"10","1","2035","20000","2160",16258879
"109",-123.755197379477,41.1541477436378,"7","1","2040","7500","648",7781636
"109",-123.755197379477,41.1541477436378,"10","1","2040","20000","2160",16258879
"116",-124.056933434818,40.4424556590573,"1","1","2040","500","324",1262491
"122",-120.592987698823,40.8639250224093,"2","1","2040","750","324",1649413
"122",-120.592987698823,40.8639250224093,"3","1","2040","1000","324",1896504
"129",-121.098611154994,41.596157910438,"10","1","2040","20000","2160",16258879
"130",-120.50537088862,41.5761323329595,"1","1","2040","500","324",1262491
"137",-122.658114303739,40.5520481349625,"10","1","2040","20000","2160",16258879
"139",-122.340347226887,40.6022176042863,"10","4","2040","20000","2160",16258879
"150",-122.364343087107,40.6739851895282,"10","1","2040","20000","2160",16258879
"156",-122.359142806701,40.9950928788783,"10","1","2040","20000","2160",16258879
"157",-121.997793569239,40.8695228215215,"10","1","2040","20000","2160",16258879
"158",-121.513203795865,40.6729642834579,"2","1","2040","750","324",1649413
"161",-122.041755606452,41.7974598413151,"1","1","2040","500","324",1262491
"162",-122.475503414042,41.8891099632226,"10","1","2040","20000","2160",16258879
"163",-123.335680907067,41.7447460048882,"1","1","2040","500","324",1262491
"164",-123.020229747748,41.4013733776321,"10","1","2040","20000","2160",16258879
"166",-122.435598978743,41.4823758663718,"10","1","2040","20000","2160",16258879
"169",-121.813996666238,41.4130876781861,"10","1","2040","20000","2160",16258879
"170",-122.778672438376,40.9218877079846,"5","1","2040","3000","540",4397993.4
"171",-123.26194366533,40.8849612994346,"1","1","2040","500","324",1262491
"172",-123.242836035237,40.4876323079403,"1","1","2040","500","324",1262491
"219",-121.332130179713,39.6408160566063,"8","1","2040","10000","1080",9652630
"226",-121.777392301415,39.4185001197963,"9","1","2040","15000","1080",12624651
"227",-122.01186113245,39.0017575662403,"1","1","2040","500","324",1262491
"228",-122.357841300107,39.2190973272834,"4","1","2040","1500","324",2509117.08
"233",-122.157073448354,39.7091337360731,"5","1","2040","3000","540",4397993.4
"235",-122.046855323628,39.6714882878186,"5","1","2040","3000","540",4397993.4
"242",-122.516642598164,38.8210081514369,"1","2","2040","500","324",1262491
"244",-122.863790704433,39.2897206648043,"5","1","2040","3000","540",4397993.4
"246",-123.214005860486,39.7678225150764,"1","1","2040","500","324",1262491
"247",-123.696780822889,39.7797722225828,"1","1","2040","500","324",1262491
"248",-123.638358068746,39.4549754829463,"1","1","2040","500","324",1262491
"251",-123.31842823481,39.358752302385,"4","1","2040","1500","324",2509117.08
"256",-123.528879752079,39.1619536853695,"3","1","2040","1000","324",1896504
