"","TAZ12","fueling","year"
"1",109,15000,2045
"2",116,500,2045
"3",122,1382.65284041874,2045
"4",124,1500,2045
"5",130,654.11922679875,2045
"6",137,20000,2045
"7",150,13913.8965362734,2045
"8",152,20000,2045
"9",156,20000,2045
"10",157,20000,2045
"11",158,500,2045
"12",161,500,2045
"13",162,10525.6306931578,2045
"14",163,500,2045
"15",164,20000,2045
"16",166,20000,2045
"17",169,20000,2045
"18",170,1500,2045
"19",171,22.8298599212539,2045
"20",172,229.112507858756,2045
"21",202,7180.43952771304,2045
"22",219,7500,2045
"23",226,1500,2045
"24",227,500,2045
"25",228,500,2045
"26",235,992.454494549299,2045
"27",242,1500,2045
"28",244,954.518201736788,2045
"29",246,160.331424658541,2045
"30",247,132.652064233532,2045
"31",248,179.449311567765,2045
"32",251,500,2045
"33",256,469.912039970936,2045
"34",257,98.5059722499984,2045
"35",258,500,2045
"36",262,20000,2045
"37",263,15540.6386283021,2045
"38",270,500,2045
"39",273,500,2045
"40",276,192.381190495774,2045
"41",277,20000,2045
"42",278,2087.03956106454,2045
"43",280,1500,2045
"44",308,14938.0313344018,2045
"45",309,500,2045
"46",315,15726.193247195,2045
"47",331,750,2045
"48",345,500,2045
"49",403,19624.1328802561,2045
"50",414,28.0912322669112,2045
"51",415,841.24897885,2045
"52",420,500.000000001,2045
"53",425,15000,2045
"54",434,20000,2045
"55",435,5260.42138657662,2045
"56",439,9904.33537297755,2045
"57",448,20000,2045
"58",455,15000,2045
"59",506,40000,2045
"60",622,20000,2045
"61",626,20000,2045
"62",705,9237.27361063885,2045
"63",715,20000,2045
"64",716,13696.6373837278,2045
"65",742,339.907982647589,2045
"66",803,500,2045
"67",829,16775.360913775,2045
"68",858,16293.8780698283,2045
"69",872,20000,2045
"70",877,20000,2045
"71",887,500,2045
"72",888,1500,2045
"73",895,1158.25649936198,2045
"74",906,500,2045
"75",935,6789.13652637155,2045
"76",983,20000,2045
"77",1210,20000,2045
"78",1283,1000,2045
"79",1314,500,2045
"80",1316,7500,2045
"81",1319,1500,2045
"82",1365,20000,2045
"83",1385,14218.8961693541,2045
"84",1480,14219.8868478376,2045
"85",1610,20000,2045
"86",1612,20000,2045
"87",1672,19131.272743556,2045
"88",1791,1000,2045
"89",1796,20000,2045
"90",1850,14526.2630178335,2045
"91",1937,13183.0914104273,2045
"92",2000,20000,2045
"93",2003,20000,2045
"94",2019,20000,2045
"95",2029,20000,2045
"96",2038,40000,2045
"97",2040,20000,2045
"98",2114,20000.000000001,2045
"99",2119,20000,2045
"100",2122,15510.7446367219,2045
"101",2124,20000,2045
"102",2127,20000,2045
"103",2133,40000,2045
"104",2208,15796.9426781532,2045
"105",2215,20000,2045
"106",2220,40000,2045
"107",2224,20000,2045
"108",2227,20000,2045
"109",2260,40000,2045
"110",2309,500,2045
"111",2310,40000,2045
"112",2311,11251.3802418908,2045
"113",2313,20000,2045
"114",2323,20000,2045
"115",2324,20000,2045
"116",2332,9549.13118713125,2045
"117",2478,18385.5195588962,2045
"118",2489,1.6146066101727,2045
"119",2507,2881.45947718441,2045
"120",2509,1500,2045
"121",2510,1037.41798248718,2045
"122",2518,5000,2045
"123",2522,466.404539644523,2045
"124",2525,20000,2045
"125",2529,20000,2045
"126",2530,224.95128633513,2045
"127",2532,1317.82191919681,2045
"128",2543,68.4238088275,2045
"129",2545,7624.47288075679,2045
"130",2551,154.352692104488,2045
"131",2566,13966.128627282,2045
"132",2572,46.6666618125,2045
"133",2602,1500,2045
"134",2713,1500,2045
"135",2714,3000,2045
"136",2726,15000,2045
"137",2739,439.70658799617,2045
"138",2742,4956.70708905366,2045
