"","TAZ12","fueling","year"
"139",2772,500,2045
"140",2795,11810.8087737028,2045
"141",2805,20000,2045
"142",2810,20000,2045
"143",2812,20000,2045
"144",2824,20000,2045
"145",2833,20000,2045
"146",2840,20000,2045
"147",2893,20000,2045
"148",2897,500,2045
"149",2900,500,2045
"150",2904,500,2045
"151",2912,20000,2045
"152",2914,1000,2045
"153",2915,500,2045
"154",2923,500.000000001,2045
"155",2931,1500,2045
"156",2934,500,2045
"157",2935,20000,2045
"158",2947,500.000000002,2045
"159",2949,8239.76975663626,2045
"160",3000,500,2045
"161",3003,1500,2045
"162",3004,1000,2045
"163",3008,500,2045
"164",3010,2992.06272318755,2045
"165",3012,2352.77344881883,2045
"166",3013,498.190328219952,2045
"167",3014,500,2045
"168",3018,500,2045
"169",3019,500,2045
"170",3020,746.03524386688,2045
"171",3021,500,2045
"172",3022,500,2045
"173",3029,772.695518694874,2045
"174",3030,197.946717289112,2045
"175",3034,500,2045
"176",3100,1500,2045
"177",3101,20000,2045
"178",3137,15000,2045
"179",3211,1381.67676016678,2045
"180",3213,500,2045
"181",3216,5000,2045
"182",3252,7162.39844344519,2045
"183",3301,7468.9420516303,2045
"184",3303,1000,2045
"185",3321,29.2244334201303,2045
"186",3324,462.892154459686,2045
"187",3362,223.725308598414,2045
"188",3363,1000,2045
"189",3364,3000,2045
"190",3377,2569.38050513421,2045
"191",3385,1500,2045
"192",3400,20000,2045
"193",3410,20000,2045
"194",3452,7251.18477525319,2045
"195",3501,5198.10865705167,2045
"196",3602,20000,2045
"197",3627,13764.9720505112,2045
"198",3628,1000,2045
"199",3631,17242.5845640743,2045
"200",3692,20000,2045
"201",3699,20000,2045
"202",3725,20000,2045
"203",3802,20000,2045
"204",3822,13607.0130039738,2045
"205",4023,85686.0787270291,2045
"206",4280,40000,2045
"207",4547,13923.8924317902,2045
"208",4574,20000,2045
"209",4622,20000,2045
"210",4641,40000,2045
"211",4649,4034.23138641314,2045
"212",4916,20000,2045
"213",5055,20000,2045
"214",5100,20000,2045
"215",5101,20000,2045
"216",5110,140000,2045
"217",5111,20000,2045
"218",5112,80000,2045
"219",5116,39839.0575974297,2045
"220",5138,20000,2045
"221",5139,20000,2045
"222",5140,40000,2045
"223",5142,16709.8883422806,2045
"224",5144,20000,2045
"225",5146,7592.30526239845,2045
"226",5148,20000,2045
"227",5150,20000,2045
"228",5157,20000,2045
"229",5158,20000,2045
"230",5160,20000,2045
"231",5161,40000,2045
"232",5194,20000,2045
"233",5195,280000,2045
"234",5199,500,2045
"235",5205,20000,2045
"236",5206,96534.3723829097,2045
"237",5310,15000,2045
"238",5317,15000,2045
"239",5376,20000,2045
"240",5517,15000,2045
"241",5523,5960.43101615431,2045
"242",5536,7500,2045
"243",5574,11034.4306647888,2045
"244",5581,12516.6339194437,2045
"245",5591,20000,2045
"246",5593,20000,2045
"247",5600,545.477493990401,2045
"248",5601,40000,2045
"249",5605,20000,2045
"250",5606,20000,2045
"251",5614,20000,2045
"252",5615,15000,2045
"253",5617,20000,2045
"254",5624,20000,2045
"255",5636,75765.4466333494,2045
"256",5665,5000,2045
"257",5668,60000,2045
"258",5669,20000,2045
"259",5670,39719.2554988654,2045
"260",5675,16086.1082028917,2045
"261",5681,40000,2045
"262",5691,20000,2045
"263",5693,20000,2045
"264",5706,38109.3378852115,2045
"265",5786,20000,2045
"266",5805,20000,2045
"267",5863,40000,2045
"268",5900,40000,2045
"269",5901,20000,2045
"270",5921,14188.8435136849,2045
"271",6006,20000,2045
"272",6044,40000,2045
"273",6099,20000,2045
"274",6100,19753.7838481374,2045
"275",6101,500,2045
"276",6102,20000,2045
"277",6120,20000,2045
"278",6133,20000,2045
"279",6136,1903.44773877234,2045
"280",6223,20000,2045
"281",6246,10353.8210365253,2045
"282",6248,20000,2045
"283",6253,20000,2045
"284",6264,10000,2045
"285",6354,16299.6185862835,2045
"286",6390,12396.5435902818,2045
"287",6518,30000,2045
"288",6544,20000,2045
"289",6560,12186.2469812313,2045
"290",6561,19317.2850359385,2045
"291",6669,20000,2045
"292",6826,14762.3903118636,2045
"293",6836,18275.4001251117,2045
"294",6840,20000,2045
