"","i","TAZ12","value","year","dailyCapacity","hourlyCapacity","cost"
"1",1,116,1,2040,500,324,1262491
"2",1,122,1,2040,500,324,1262491
"3",1,130,1,2040,500,324,1262491
"4",1,156,1,2040,500,324,1262491
"5",1,158,1,2040,500,324,1262491
"6",1,161,1,2040,500,324,1262491
"7",1,162,1,2040,500,324,1262491
"8",1,163,1,2040,500,324,1262491
"9",1,171,1,2040,500,324,1262491
"10",1,172,1,2040,500,324,1262491
"11",1,227,1,2040,500,324,1262491
"12",1,228,1,2040,500,324,1262491
"13",1,242,1,2040,500,324,1262491
"14",1,244,1,2040,500,324,1262491
"15",1,246,1,2040,500,324,1262491
"16",1,247,1,2040,500,324,1262491
"17",1,248,1,2040,500,324,1262491
"18",1,251,1,2040,500,324,1262491
"19",1,256,1,2040,500,324,1262491
"20",1,257,1,2040,500,324,1262491
"21",1,258,1,2040,500,324,1262491
"22",1,270,1,2040,500,324,1262491
"23",1,273,1,2040,500,324,1262491
"24",1,276,1,2040,500,324,1262491
"25",1,309,1,2040,500,324,1262491
"26",1,331,1,2040,500,324,1262491
"27",1,345,1,2040,500,324,1262491
"28",1,414,1,2040,500,324,1262491
"29",1,420,1,2040,500,324,1262491
"30",1,715,1,2040,500,324,1262491
"31",1,803,1,2040,500,324,1262491
"32",1,887,1,2040,500,324,1262491
"33",1,906,1,2040,500,324,1262491
"34",1,1314,1,2040,500,324,1262491
"35",1,1944,1,2040,500,324,1262491
"36",1,2119,1,2040,500,324,1262491
"37",1,2309,1,2040,500,324,1262491
"38",1,2510,1,2040,500,324,1262491
"39",1,2522,1,2040,500,324,1262491
"40",1,2529,1,2040,500,324,1262491
"41",1,2530,1,2040,500,324,1262491
"42",1,2739,1,2040,500,324,1262491
"43",1,2772,1,2040,500,324,1262491
"44",1,2897,1,2040,500,324,1262491
"45",1,2900,1,2040,500,324,1262491
"46",1,2904,1,2040,500,324,1262491
"47",1,2914,2,2040,500,324,1262491
"48",1,2915,1,2040,500,324,1262491
"49",1,2923,1,2040,500,324,1262491
"50",1,2934,1,2040,500,324,1262491
"51",1,2935,1,2040,500,324,1262491
"52",1,2947,1,2040,500,324,1262491
"53",1,3000,1,2040,500,324,1262491
"54",1,3013,1,2040,500,324,1262491
"55",1,3014,1,2040,500,324,1262491
"56",1,3018,1,2040,500,324,1262491
"57",1,3019,1,2040,500,324,1262491
"58",1,3021,1,2040,500,324,1262491
"59",1,3022,1,2040,500,324,1262491
"60",1,3029,1,2040,500,324,1262491
"61",1,3030,1,2040,500,324,1262491
"62",1,3034,1,2040,500,324,1262491
"63",1,3100,1,2040,500,324,1262491
"64",1,3213,1,2040,500,324,1262491
"65",1,3324,1,2040,500,324,1262491
"66",1,3362,1,2040,500,324,1262491
"67",1,3822,1,2040,500,324,1262491
"68",1,5199,1,2040,500,324,1262491
"69",1,5600,1,2040,500,324,1262491
"70",1,5615,1,2040,500,324,1262491
"71",1,6100,1,2040,500,324,1262491
"72",1,6101,1,2040,500,324,1262491
"73",2,170,1,2040,750,324,1649413
"74",2,280,1,2040,750,324,1649413
"75",2,2551,1,2040,750,324,1649413
"76",2,2713,1,2040,750,324,1649413
"77",2,3252,1,2040,750,324,1649413
"78",2,3363,1,2040,750,324,1649413
"79",2,3628,1,2040,750,324,1649413
"80",3,208,1,2040,1000,324,1896504
"81",3,235,1,2040,1000,324,1896504
"82",3,888,1,2040,1000,324,1896504
"83",3,1283,1,2040,1000,324,1896504
"84",3,1791,1,2040,1000,324,1896504
"85",3,2208,1,2040,1000,324,1896504
"86",3,2489,1,2040,1000,324,1896504
"87",3,2714,1,2040,1000,324,1896504
"88",3,3004,1,2040,1000,324,1896504
"89",3,3101,1,2040,1000,324,1896504
"90",3,3137,1,2040,1000,324,1896504
"91",3,3303,1,2040,1000,324,1896504
"92",3,3364,2,2040,1000,324,1896504
"93",3,3410,1,2040,1000,324,1896504
"94",4,226,1,2040,1500,324,2509117.08
"95",4,439,1,2040,1500,324,2509117.08
"96",4,742,1,2040,1500,324,2509117.08
"97",4,895,1,2040,1500,324,2509117.08
"98",4,1319,1,2040,1500,324,2509117.08
"99",4,1385,1,2040,1500,324,2509117.08
"100",4,1672,1,2040,1500,324,2509117.08
"101",4,2507,1,2040,1500,324,2509117.08
"102",4,2509,1,2040,1500,324,2509117.08
"103",4,2532,1,2040,1500,324,2509117.08
"104",4,2566,1,2040,1500,324,2509117.08
"105",4,2602,1,2040,1500,324,2509117.08
"106",4,2714,1,2040,1500,324,2509117.08
"107",4,2931,1,2040,1500,324,2509117.08
"108",4,3003,1,2040,1500,324,2509117.08
"109",4,3010,1,2040,1500,324,2509117.08
"110",4,3137,1,2040,1500,324,2509117.08
"111",4,3211,1,2040,1500,324,2509117.08
"112",4,3321,1,2040,1500,324,2509117.08
"113",4,3385,1,2040,1500,324,2509117.08
"114",4,3501,1,2040,1500,324,2509117.08
"115",4,5310,5,2040,1500,324,2509117.08
"116",4,5523,1,2040,1500,324,2509117.08
"117",4,5675,1,2040,1500,324,2509117.08
"118",4,6264,1,2040,1500,324,2509117.08
"119",5,219,1,2040,3000,540,4397993.4
"120",5,2518,1,2040,3000,540,4397993.4
"121",5,2742,1,2040,3000,540,4397993.4
"122",5,3252,1,2040,3000,540,4397993.4
"123",5,5317,1,2040,3000,540,4397993.4
"124",6,278,1,2040,5000,648,5947404.11
