"","TAZ12","fueling","year"
"332",5101,280000,2050
"333",5110,256794.326933845,2050
"334",5111,140000,2050
"335",5112,260000,2050
"336",5113,20000,2050
"337",5118,40000,2050
"338",5122,20000,2050
"339",5129,20000,2050
"340",5130,20000,2050
"341",5132,12837.8817976683,2050
"342",5134,20000,2050
"343",5135,60000,2050
"344",5138,120000,2050
"345",5139,60000,2050
"346",5140,40000,2050
"347",5141,40000,2050
"348",5142,20000,2050
"349",5144,20000,2050
"350",5146,20000,2050
"351",5147,40000,2050
"352",5148,60000,2050
"353",5152,20000,2050
"354",5157,20000,2050
"355",5158,20000,2050
"356",5160,20000,2050
"357",5162,40000,2050
"358",5183,20000,2050
"359",5194,20000,2050
"360",5195,760000,2050
"361",5199,20000,2050
"362",5205,20000,2050
"363",5206,114779.844163926,2050
"364",5260,20000,2050
"365",5273,20000,2050
"366",5310,20000,2050
"367",5317,20000,2050
"368",5325,30923.7218323747,2050
"369",5334,60000,2050
"370",5359,20000,2050
"371",5393,20000,2050
"372",5400,20000,2050
"373",5409,20000,2050
"374",5446,40000,2050
"375",5447,20000,2050
"376",5464,20000,2050
"377",5469,20000,2050
"378",5482,20000,2050
"379",5517,40000,2050
"380",5518,20000,2050
"381",5519,20000,2050
"382",5520,20000,2050
"383",5523,60000,2050
"384",5528,20000,2050
"385",5538,40000,2050
"386",5544,20000,2050
"387",5556,20000,2050
"388",5560,20000,2050
"389",5574,20000,2050
"390",5579,20000,2050
"391",5581,40000,2050
"392",5586,20000,2050
"393",5594,40000,2050
"394",5600,20000,2050
"395",5601,80000,2050
"396",5603,40000,2050
"397",5604,40000,2050
"398",5606,20000,2050
"399",5608,60000,2050
"400",5609,20000,2050
"401",5611,20000,2050
"402",5614,80000,2050
"403",5615,20000,2050
"404",5616,20000,2050
"405",5621,120000,2050
"406",5624,40000,2050
"407",5630,20000,2050
"408",5631,20000,2050
"409",5633,20000,2050
"410",5634,20000,2050
"411",5636,120000,2050
"412",5637,4018.90975805809,2050
"413",5653,20000,2050
"414",5657,20000,2050
"415",5661,20000,2050
"416",5664,20000,2050
"417",5665,20000,2050
"418",5668,140000,2050
"419",5669,180000,2050
"420",5670,20000,2050
"421",5671,20000,2050
"422",5675,20000,2050
"423",5680,40000,2050
"424",5681,40000,2050
"425",5690,20000,2050
"426",5692,20000,2050
"427",5693,20000,2050
"428",5698,20000,2050
"429",5706,20000,2050
"430",5734,20000,2050
"431",5738,20000,2050
"432",5766,20000,2050
"433",5770,20000,2050
"434",5772,20000,2050
"435",5773,20000,2050
"436",5785,20000,2050
"437",5786,20000,2050
"438",5792,20000,2050
"439",5795,20000,2050
"440",5800,20000,2050
"441",5805,20000,2050
"442",5844,80000,2050
"443",5878,20000,2050
"444",5900,20000,2050
"445",5905,20000,2050
"446",5908,20000,2050
"447",5917,20000,2050
"448",5920,20000,2050
"449",5921,80000,2050
"450",5924,20000,2050
"451",5926,20000,2050
"452",5930,20000,2050
"453",5946,20000,2050
"454",6004,20000,2050
"455",6010,20000,2050
"456",6012,20000,2050
"457",6013,20000,2050
"458",6019,20000,2050
"459",6023,20000,2050
"460",6024,20000,2050
"461",6027,20000,2050
"462",6030,20000,2050
"463",6099,20000,2050
"464",6100,20000,2050
"465",6101,20000,2050
"466",6102,40000,2050
"467",6103,25260.4808602313,2050
"468",6104,12617.2505337395,2050
"469",6105,40000,2050
"470",6108,20000,2050
"471",6113,11264.5085819919,2050
"472",6120,20000,2050
"473",6133,15734.9386657921,2050
"474",6136,20000,2050
"475",6201,20000,2050
"476",6202,20000,2050
"477",6205,20000,2050
"478",6211,20000,2050
"479",6237,40000,2050
"480",6240,20000,2050
"481",6252,20000,2050
"482",6256,20000,2050
"483",6264,40000,2050
"484",6292,20000,2050
"485",6354,20000,2050
"486",6382,20000,2050
"487",6390,40000,2050
"488",6412,20000,2050
"489",6518,156108.762911091,2050
"490",6527,20000,2050
"491",6532,20000,2050
"492",6561,20000,2050
"493",6566,20000,2050
"494",6567,20000,2050
"495",6569,20000,2050
"496",6577,20000,2050
"497",6578,20000,2050
"498",6583,20000,2050
"499",6604,20000,2050
"500",6642,20000,2050
"501",6826,20000,2050
"502",6834,20000,2050
"503",6835,20000,2050
"504",6836,20000,2050
"505",6840,40000,2050
"506",6906,20000,2050
