"","i","TAZ12","value","year","dailyCapacity","hourlyCapacity","cost"
"1",1,116,1,2035,500,324,1262491
"2",1,130,1,2035,500,324,1262491
"3",1,158,1,2035,500,324,1262491
"4",1,161,1,2035,500,324,1262491
"5",1,163,1,2035,500,324,1262491
"6",1,171,1,2035,500,324,1262491
"7",1,172,1,2035,500,324,1262491
"8",1,227,1,2035,500,324,1262491
"9",1,228,1,2035,500,324,1262491
"10",1,242,1,2035,500,324,1262491
"11",1,246,1,2035,500,324,1262491
"12",1,247,1,2035,500,324,1262491
"13",1,248,1,2035,500,324,1262491
"14",1,256,1,2035,500,324,1262491
"15",1,257,1,2035,500,324,1262491
"16",1,258,1,2035,500,324,1262491
"17",1,276,1,2035,500,324,1262491
"18",1,345,1,2035,500,324,1262491
"19",1,420,1,2035,500,324,1262491
"20",1,715,1,2035,500,324,1262491
"21",1,803,1,2035,500,324,1262491
"22",1,887,1,2035,500,324,1262491
"23",1,2313,1,2035,500,324,1262491
"24",1,2507,1,2035,500,324,1262491
"25",1,2529,1,2035,500,324,1262491
"26",1,2530,1,2035,500,324,1262491
"27",1,2532,1,2035,500,324,1262491
"28",1,2602,1,2035,500,324,1262491
"29",1,2714,1,2035,500,324,1262491
"30",1,2739,1,2035,500,324,1262491
"31",1,2904,1,2035,500,324,1262491
"32",1,2914,1,2035,500,324,1262491
"33",1,2918,1,2035,500,324,1262491
"34",1,2923,1,2035,500,324,1262491
"35",1,2931,1,2035,500,324,1262491
"36",1,2934,1,2035,500,324,1262491
"37",1,3014,1,2035,500,324,1262491
"38",1,3018,1,2035,500,324,1262491
"39",1,3019,1,2035,500,324,1262491
"40",1,3022,1,2035,500,324,1262491
"41",1,3029,1,2035,500,324,1262491
"42",1,3030,1,2035,500,324,1262491
"43",1,3034,1,2035,500,324,1262491
"44",1,3301,1,2035,500,324,1262491
"45",1,3362,1,2035,500,324,1262491
"46",1,3363,1,2035,500,324,1262491
"47",2,122,1,2035,750,324,1649413
"48",2,251,1,2035,750,324,1649413
"49",2,273,1,2035,750,324,1649413
"50",2,923,1,2035,750,324,1649413
"51",2,2522,1,2035,750,324,1649413
"52",2,2714,1,2035,750,324,1649413
"53",2,5600,1,2035,750,324,1649413
"54",2,6101,1,2035,750,324,1649413
"55",3,228,1,2035,1000,324,1896504
"56",3,331,1,2035,1000,324,1896504
"57",3,742,1,2035,1000,324,1896504
"58",3,1210,1,2035,1000,324,1896504
"59",3,2501,1,2035,1000,324,1896504
"60",3,2915,1,2035,1000,324,1896504
"61",3,3004,1,2035,1000,324,1896504
"62",3,3013,1,2035,1000,324,1896504
"63",3,3021,1,2035,1000,324,1896504
"64",3,3100,1,2035,1000,324,1896504
"65",3,3303,1,2035,1000,324,1896504
"66",4,129,1,2035,1500,324,2509117.08
"67",4,170,1,2035,1500,324,2509117.08
"68",4,244,1,2035,1500,324,2509117.08
"69",4,278,1,2035,1500,324,2509117.08
"70",4,280,1,2035,1500,324,2509117.08
"71",4,887,1,2035,1500,324,2509117.08
"72",4,2509,1,2035,1500,324,2509117.08
"73",4,2551,1,2035,1500,324,2509117.08
"74",4,2713,1,2035,1500,324,2509117.08
"75",4,2772,1,2035,1500,324,2509117.08
"76",4,3008,1,2035,1500,324,2509117.08
"77",4,3303,1,2035,1500,324,2509117.08
"78",4,3628,1,2035,1500,324,2509117.08
"79",4,5199,1,2035,1500,324,2509117.08
"80",5,235,1,2035,3000,540,4397993.4
"81",5,286,1,2035,3000,540,4397993.4
"82",5,309,1,2035,3000,540,4397993.4
"83",5,414,1,2035,3000,540,4397993.4
"84",5,818,1,2035,3000,540,4397993.4
"85",5,906,1,2035,3000,540,4397993.4
"86",5,2507,1,2035,3000,540,4397993.4
"87",5,2572,1,2035,3000,540,4397993.4
"88",5,2742,1,2035,3000,540,4397993.4
"89",5,2947,1,2035,3000,540,4397993.4
"90",5,3010,1,2035,3000,540,4397993.4
"91",5,3012,1,2035,3000,540,4397993.4
"92",5,3252,1,2035,3000,540,4397993.4
"93",5,3363,1,2035,3000,540,4397993.4
"94",5,3364,1,2035,3000,540,4397993.4
"95",5,5665,1,2035,3000,540,4397993.4
"96",6,164,1,2035,5000,648,5947404.11
"97",6,219,1,2035,5000,648,5947404.11
"98",6,335,1,2035,5000,648,5947404.11
"99",6,425,1,2035,5000,648,5947404.11
"100",6,426,1,2035,5000,648,5947404.11
"101",6,888,1,2035,5000,648,5947404.11
"102",6,983,1,2035,5000,648,5947404.11
"103",6,2518,1,2035,5000,648,5947404.11
"104",6,2532,1,2035,5000,648,5947404.11
"105",6,3020,1,2035,5000,648,5947404.11
"106",6,3211,1,2035,5000,648,5947404.11
"107",6,3216,1,2035,5000,648,5947404.11
"108",6,3324,1,2035,5000,648,5947404.11
"109",6,3385,1,2035,5000,648,5947404.11
"110",6,3400,1,2035,5000,648,5947404.11
"111",7,137,1,2035,7500,648,7781636
"112",7,226,1,2035,7500,648,7781636
"113",7,268,1,2035,7500,648,7781636
"114",7,308,1,2035,7500,648,7781636
"115",7,800,1,2035,7500,648,7781636
"116",7,858,1,2035,7500,648,7781636
"117",7,895,1,2035,7500,648,7781636
"118",7,1222,1,2035,7500,648,7781636
"119",7,1314,1,2035,7500,648,7781636
"120",7,2114,1,2035,7500,648,7781636
"121",7,2331,1,2035,7500,648,7781636
"122",7,2489,1,2035,7500,648,7781636
"123",7,2525,1,2035,7500,648,7781636
"124",7,2545,1,2035,7500,648,7781636
"125",7,2566,1,2035,7500,648,7781636
"126",7,2574,1,2035,7500,648,7781636
"127",7,2743,1,2035,7500,648,7781636
"128",7,2916,1,2035,7500,648,7781636
"129",7,2949,1,2035,7500,648,7781636
"130",7,3000,1,2035,7500,648,7781636
"131",7,3602,1,2035,7500,648,7781636
"132",7,3822,1,2035,7500,648,7781636
"133",7,5146,1,2035,7500,648,7781636
"134",7,5517,1,2035,7500,648,7781636
"135",7,5523,1,2035,7500,648,7781636
"136",7,5594,1,2035,7500,648,7781636
"137",7,5614,1,2035,7500,648,7781636
"138",7,5615,1,2035,7500,648,7781636
"139",7,5661,1,2035,7500,648,7781636
"140",7,5844,1,2035,7500,648,7781636
"141",7,6840,1,2035,7500,648,7781636
