"","TAZ12","fueling","year"
"1",109,3000,2030
"2",116,500,2030
"3",122,500,2030
"4",129,1500,2030
"5",130,382.8443853025,2030
"6",156,19981.5097937037,2030
"7",157,500,2030
"8",158,334.215233770335,2030
"9",161,500,2030
"10",162,7500,2030
"11",163,500,2030
"12",164,485.84382695031,2030
"13",166,490.807813280423,2030
"14",169,3000,2030
"15",170,500,2030
"16",171,7.35611204336761,2030
"17",172,29.6688146299723,2030
"18",219,500,2030
"19",226,500,2030
"20",227,346.010145562216,2030
"21",228,59.4898184782355,2030
"22",235,1500,2030
"23",242,488.316468048261,2030
"24",244,148.289291491926,2030
"25",246,57.7762721415803,2030
"26",247,39.7097800200738,2030
"27",248,16.9065160258203,2030
"28",251,191.372491940056,2030
"29",256,187.61001526967,2030
"30",257,32.9256040355374,2030
"31",258,266.494116696352,2030
"32",273,500,2030
"33",276,66.3117581263621,2030
"34",277,15000,2030
"35",278,1090.3486332103,2030
"36",280,363.203515698409,2030
"37",308,7500,2030
"38",309,500,2030
"39",327,500,2030
"40",331,500,2030
"41",335,548.289472215511,2030
"42",345,500,2030
"43",403,14813.6678334043,2030
"44",414,3466.49515064144,2030
"45",420,500,2030
"46",425,1000,2030
"47",434,3000,2030
"48",457,500,2030
"49",506,19886.3437161265,2030
"50",534,1500,2030
"51",715,500,2030
"52",740,2712.87350773404,2030
"53",742,988.848552318921,2030
"54",803,351.006482841565,2030
"55",829,283.240689683169,2030
"56",858,14085.3217789624,2030
"57",877,5000,2030
"58",887,500,2030
"59",888,446.826139980138,2030
"60",895,500,2030
"61",906,2605.65650455973,2030
"62",923,750,2030
"63",935,1000,2030
"64",983,1186.94184413097,2030
"65",1210,902.610341486701,2030
"66",1222,1500,2030
"67",1283,6482.94067760171,2030
"68",1314,1500,2030
"69",1319,4868.06391679581,2030
"70",1365,14217.4383051284,2030
"71",1480,9719.4467431293,2030
"72",1672,1394.56728079007,2030
"73",1686,10000,2030
"74",1796,1000,2030
"75",1850,7500,2030
"76",1944,1885.56837514157,2030
"77",2003,20000,2030
"78",2103,20000,2030
"79",2114,500,2030
"80",2119,499.999999999997,2030
"81",2127,3000,2030
"82",2133,500,2030
"83",2208,500,2030
"84",2215,16865.6612931393,2030
"85",2224,500,2030
"86",2227,20000,2030
"87",2310,14995.1200399788,2030
"88",2311,3000,2030
"89",2313,500,2030
"90",2323,1000,2030
"91",2324,1000,2030
"92",2331,500,2030
"93",2478,7210.16231740963,2030
"94",2501,897.888526170662,2030
"95",2507,924.130292268302,2030
"96",2509,1500,2030
"97",2518,1178.77742076909,2030
"98",2522,500,2030
"99",2525,500,2030
"100",2529,187.728107705088,2030
"101",2530,500,2030
"102",2532,500,2030
"103",2551,1500,2030
