"","i","TAZ12","value","year","dailyCapacity","hourlyCapacity","cost"
"72",3,6292,3,2040,1000,324,1896504
"73",4,228,1,2040,1500,324,2509117.08
"74",4,251,1,2040,1500,324,2509117.08
"75",4,273,1,2040,1500,324,2509117.08
"76",4,278,1,2040,1500,324,2509117.08
"77",4,858,2,2040,1500,324,2509117.08
"78",4,887,1,2040,1500,324,2509117.08
"79",4,1634,6,2040,1500,324,2509117.08
"80",4,2507,3,2040,1500,324,2509117.08
"81",4,2551,1,2040,1500,324,2509117.08
"82",4,2602,1,2040,1500,324,2509117.08
"83",4,2714,1,2040,1500,324,2509117.08
"84",4,2772,1,2040,1500,324,2509117.08
"85",4,3008,1,2040,1500,324,2509117.08
"86",4,3362,1,2040,1500,324,2509117.08
"87",4,5634,1,2040,1500,324,2509117.08
"88",4,5670,1,2040,1500,324,2509117.08
"89",5,170,1,2040,3000,540,4397993.4
"90",5,233,1,2040,3000,540,4397993.4
"91",5,235,1,2040,3000,540,4397993.4
"92",5,244,1,2040,3000,540,4397993.4
"93",5,286,1,2040,3000,540,4397993.4
"94",5,309,2,2040,3000,540,4397993.4
"95",5,818,1,2040,3000,540,4397993.4
"96",5,2742,1,2040,3000,540,4397993.4
"97",5,2923,1,2040,3000,540,4397993.4
"98",5,2947,2,2040,3000,540,4397993.4
"99",5,3010,1,2040,3000,540,4397993.4
"100",5,3013,1,2040,3000,540,4397993.4
"101",5,3303,1,2040,3000,540,4397993.4
"102",5,3822,1,2040,3000,540,4397993.4
"103",6,280,1,2040,5000,648,5947404.11
"104",6,425,2,2040,5000,648,5947404.11
"105",6,426,1,2040,5000,648,5947404.11
"106",6,888,1,2040,5000,648,5947404.11
"107",6,1665,1,2040,5000,648,5947404.11
"108",6,2478,1,2040,5000,648,5947404.11
"109",6,3020,1,2040,5000,648,5947404.11
"110",6,3317,1,2040,5000,648,5947404.11
"111",6,3363,1,2040,5000,648,5947404.11
"112",6,5600,1,2040,5000,648,5947404.11
"113",6,6101,1,2040,5000,648,5947404.11
"114",6,6390,1,2040,5000,648,5947404.11
"115",7,109,1,2040,7500,648,7781636
"116",7,330,1,2040,7500,648,7781636
"117",7,1283,1,2040,7500,648,7781636
"118",7,1850,1,2040,7500,648,7781636
"119",7,2121,1,2040,7500,648,7781636
"120",7,2532,1,2040,7500,648,7781636
"121",7,2743,1,2040,7500,648,7781636
"122",7,3004,1,2040,7500,648,7781636
"123",7,3211,1,2040,7500,648,7781636
"124",7,3364,1,2040,7500,648,7781636
"125",7,3385,1,2040,7500,648,7781636
"126",7,3629,1,2040,7500,648,7781636
"127",7,5122,1,2040,7500,648,7781636
"128",7,5464,1,2040,7500,648,7781636
"129",7,5609,1,2040,7500,648,7781636
"130",7,6104,2,2040,7500,648,7781636
"131",7,6105,1,2040,7500,648,7781636
"132",7,6264,1,2040,7500,648,7781636
"133",8,219,1,2040,10000,1080,9652630
"134",8,1850,1,2040,10000,1080,9652630
"135",8,2330,1,2040,10000,1080,9652630
"136",8,2713,1,2040,10000,1080,9652630
"137",8,3012,1,2040,10000,1080,9652630
"138",8,3324,1,2040,10000,1080,9652630
"139",8,3433,1,2040,10000,1080,9652630
"140",8,3628,1,2040,10000,1080,9652630
"141",8,4838,1,2040,10000,1080,9652630
"142",8,5517,1,2040,10000,1080,9652630
"143",9,226,1,2040,15000,1080,12624651
"144",9,448,1,2040,15000,1080,12624651
"145",9,895,1,2040,15000,1080,12624651
"146",9,906,1,2040,15000,1080,12624651
"147",9,983,1,2040,15000,1080,12624651
"148",9,1513,1,2040,15000,1080,12624651
"149",9,1702,1,2040,15000,1080,12624651
"150",9,1734,1,2040,15000,1080,12624651
"151",9,1850,1,2040,15000,1080,12624651
"152",9,2331,1,2040,15000,1080,12624651
"153",9,2489,1,2040,15000,1080,12624651
"154",9,2509,1,2040,15000,1080,12624651
"155",9,2518,1,2040,15000,1080,12624651
"156",9,2529,1,2040,15000,1080,12624651
"157",9,2545,1,2040,15000,1080,12624651
"158",9,2566,1,2040,15000,1080,12624651
"159",9,2572,1,2040,15000,1080,12624651
"160",9,2574,1,2040,15000,1080,12624651
"161",9,2824,1,2040,15000,1080,12624651
"162",9,2931,1,2040,15000,1080,12624651
"163",9,2949,1,2040,15000,1080,12624651
"164",9,3000,1,2040,15000,1080,12624651
"165",9,3252,1,2040,15000,1080,12624651
"166",9,3410,1,2040,15000,1080,12624651
"167",9,4195,2,2040,15000,1080,12624651
"168",9,4838,1,2040,15000,1080,12624651
"169",9,5050,1,2040,15000,1080,12624651
"170",9,5101,1,2040,15000,1080,12624651
"171",9,5162,1,2040,15000,1080,12624651
"172",9,5199,1,2040,15000,1080,12624651
"173",9,5205,1,2040,15000,1080,12624651
"174",9,5544,1,2040,15000,1080,12624651
"175",9,5601,3,2040,15000,1080,12624651
"176",9,5604,1,2040,15000,1080,12624651
"177",9,6354,1,2040,15000,1080,12624651
"178",10,109,1,2040,20000,2160,16258879
"179",10,129,1,2040,20000,2160,16258879
"180",10,137,1,2040,20000,2160,16258879
"181",10,139,4,2040,20000,2160,16258879
"182",10,150,1,2040,20000,2160,16258879
"183",10,156,1,2040,20000,2160,16258879
"184",10,157,1,2040,20000,2160,16258879
"185",10,162,1,2040,20000,2160,16258879
"186",10,164,1,2040,20000,2160,16258879
"187",10,166,1,2040,20000,2160,16258879
"188",10,169,1,2040,20000,2160,16258879
"189",10,262,1,2040,20000,2160,16258879
"190",10,263,2,2040,20000,2160,16258879
"191",10,268,1,2040,20000,2160,16258879
"192",10,277,1,2040,20000,2160,16258879
"193",10,308,2,2040,20000,2160,16258879
"194",10,327,1,2040,20000,2160,16258879
"195",10,335,1,2040,20000,2160,16258879
"196",10,403,2,2040,20000,2160,16258879
"197",10,414,1,2040,20000,2160,16258879
"198",10,429,1,2040,20000,2160,16258879
"199",10,434,2,2040,20000,2160,16258879
"200",10,457,1,2040,20000,2160,16258879
"201",10,458,1,2040,20000,2160,16258879
"202",10,500,1,2040,20000,2160,16258879
"203",10,506,2,2040,20000,2160,16258879
"204",10,534,1,2040,20000,2160,16258879
"205",10,546,1,2040,20000,2160,16258879
"206",10,679,2,2040,20000,2160,16258879
"207",10,705,1,2040,20000,2160,16258879
"208",10,715,1,2040,20000,2160,16258879
"209",10,740,1,2040,20000,2160,16258879
"210",10,742,1,2040,20000,2160,16258879
"211",10,800,1,2040,20000,2160,16258879
"212",10,817,1,2040,20000,2160,16258879
"213",10,819,1,2040,20000,2160,16258879
"214",10,829,1,2040,20000,2160,16258879
"215",10,858,1,2040,20000,2160,16258879
"216",10,877,1,2040,20000,2160,16258879
"217",10,935,1,2040,20000,2160,16258879
"218",10,1161,1,2040,20000,2160,16258879
"219",10,1210,1,2040,20000,2160,16258879
"220",10,1222,1,2040,20000,2160,16258879
"221",10,1283,1,2040,20000,2160,16258879
"222",10,1314,1,2040,20000,2160,16258879
"223",10,1319,1,2040,20000,2160,16258879
"224",10,1352,1,2040,20000,2160,16258879
"225",10,1365,2,2040,20000,2160,16258879
"226",10,1480,1,2040,20000,2160,16258879
"227",10,1586,1,2040,20000,2160,16258879
"228",10,1672,2,2040,20000,2160,16258879
"229",10,1686,1,2040,20000,2160,16258879
"230",10,1786,1,2040,20000,2160,16258879
"231",10,1796,1,2040,20000,2160,16258879
"232",10,1944,1,2040,20000,2160,16258879
"233",10,2003,5,2040,20000,2160,16258879
"234",10,2103,1,2040,20000,2160,16258879
"235",10,2114,1,2040,20000,2160,16258879
"236",10,2119,1,2040,20000,2160,16258879
"237",10,2127,1,2040,20000,2160,16258879
"238",10,2129,8,2040,20000,2160,16258879
"239",10,2133,1,2040,20000,2160,16258879
"240",10,2208,1,2040,20000,2160,16258879
"241",10,2210,1,2040,20000,2160,16258879
"242",10,2215,1,2040,20000,2160,16258879
"243",10,2217,1,2040,20000,2160,16258879
"244",10,2224,1,2040,20000,2160,16258879
"245",10,2227,1,2040,20000,2160,16258879
"246",10,2230,1,2040,20000,2160,16258879
"247",10,2239,1,2040,20000,2160,16258879
"248",10,2247,1,2040,20000,2160,16258879
"249",10,2252,1,2040,20000,2160,16258879
"250",10,2305,1,2040,20000,2160,16258879
"251",10,2310,1,2040,20000,2160,16258879
"252",10,2311,1,2040,20000,2160,16258879
"253",10,2313,1,2040,20000,2160,16258879
"254",10,2320,1,2040,20000,2160,16258879
"255",10,2323,1,2040,20000,2160,16258879
"256",10,2324,2,2040,20000,2160,16258879
"257",10,2478,1,2040,20000,2160,16258879
"258",10,2525,1,2040,20000,2160,16258879
"259",10,2529,1,2040,20000,2160,16258879
"260",10,2726,1,2040,20000,2160,16258879
"261",10,2795,1,2040,20000,2160,16258879
"262",10,2824,4,2040,20000,2160,16258879
"263",10,2828,1,2040,20000,2160,16258879
"264",10,2836,1,2040,20000,2160,16258879
"265",10,2886,1,2040,20000,2160,16258879
"266",10,2893,1,2040,20000,2160,16258879
"267",10,2900,2,2040,20000,2160,16258879
"268",10,2912,1,2040,20000,2160,16258879
"269",10,2916,1,2040,20000,2160,16258879
"270",10,2935,1,2040,20000,2160,16258879
"271",10,3101,1,2040,20000,2160,16258879
"272",10,3121,1,2040,20000,2160,16258879
"273",10,3216,1,2040,20000,2160,16258879
"274",10,3400,1,2040,20000,2160,16258879
"275",10,3452,1,2040,20000,2160,16258879
"276",10,3501,1,2040,20000,2160,16258879
"277",10,3602,1,2040,20000,2160,16258879
"278",10,3627,1,2040,20000,2160,16258879
"279",10,3681,1,2040,20000,2160,16258879
"280",10,3692,2,2040,20000,2160,16258879
"281",10,3699,1,2040,20000,2160,16258879
"282",10,3725,2,2040,20000,2160,16258879
"283",10,3802,1,2040,20000,2160,16258879
"284",10,3822,1,2040,20000,2160,16258879
"285",10,3987,4,2040,20000,2160,16258879
"286",10,3990,2,2040,20000,2160,16258879
"287",10,4023,3,2040,20000,2160,16258879
"288",10,4177,1,2040,20000,2160,16258879
"289",10,4220,1,2040,20000,2160,16258879
"290",10,4277,5,2040,20000,2160,16258879
"291",10,4442,1,2040,20000,2160,16258879
"292",10,4547,3,2040,20000,2160,16258879
"293",10,4618,3,2040,20000,2160,16258879
"294",10,4622,4,2040,20000,2160,16258879
"295",10,4856,1,2040,20000,2160,16258879
"296",10,4916,2,2040,20000,2160,16258879
"297",10,5004,1,2040,20000,2160,16258879
"298",10,5055,1,2040,20000,2160,16258879
"299",10,5101,13,2040,20000,2160,16258879
"300",10,5110,2,2040,20000,2160,16258879
"301",10,5111,7,2040,20000,2160,16258879
"302",10,5113,1,2040,20000,2160,16258879
"303",10,5130,1,2040,20000,2160,16258879
"304",10,5134,1,2040,20000,2160,16258879
"305",10,5138,6,2040,20000,2160,16258879
"306",10,5139,1,2040,20000,2160,16258879
"307",10,5140,2,2040,20000,2160,16258879
"308",10,5141,1,2040,20000,2160,16258879
"309",10,5142,1,2040,20000,2160,16258879
"310",10,5144,1,2040,20000,2160,16258879
"311",10,5146,1,2040,20000,2160,16258879
"312",10,5148,3,2040,20000,2160,16258879
"313",10,5157,1,2040,20000,2160,16258879
"314",10,5158,1,2040,20000,2160,16258879
"315",10,5160,1,2040,20000,2160,16258879
"316",10,5183,1,2040,20000,2160,16258879
"317",10,5194,1,2040,20000,2160,16258879
"318",10,5195,17,2040,20000,2160,16258879
"319",10,5206,5,2040,20000,2160,16258879
"320",10,5273,1,2040,20000,2160,16258879
"321",10,5310,1,2040,20000,2160,16258879
"322",10,5317,1,2040,20000,2160,16258879
"323",10,5325,1,2040,20000,2160,16258879
"324",10,5409,1,2040,20000,2160,16258879
"325",10,5482,1,2040,20000,2160,16258879
"326",10,5517,1,2040,20000,2160,16258879
"327",10,5523,2,2040,20000,2160,16258879
"328",10,5560,1,2040,20000,2160,16258879
"329",10,5579,1,2040,20000,2160,16258879
"330",10,5586,1,2040,20000,2160,16258879
"331",10,5594,2,2040,20000,2160,16258879
"332",10,5601,1,2040,20000,2160,16258879
"333",10,5608,3,2040,20000,2160,16258879
"334",10,5614,3,2040,20000,2160,16258879
"335",10,5615,1,2040,20000,2160,16258879
"336",10,5621,6,2040,20000,2160,16258879
"337",10,5624,2,2040,20000,2160,16258879
"338",10,5636,1,2040,20000,2160,16258879
"339",10,5661,1,2040,20000,2160,16258879
"340",10,5665,1,2040,20000,2160,16258879
"341",10,5668,6,2040,20000,2160,16258879
"342",10,5669,1,2040,20000,2160,16258879
"343",10,5675,1,2040,20000,2160,16258879
"344",10,5680,2,2040,20000,2160,16258879
"345",10,5681,2,2040,20000,2160,16258879
"346",10,5692,1,2040,20000,2160,16258879
"347",10,5693,1,2040,20000,2160,16258879
"348",10,5698,1,2040,20000,2160,16258879
"349",10,5734,1,2040,20000,2160,16258879
"350",10,5738,1,2040,20000,2160,16258879
"351",10,5770,1,2040,20000,2160,16258879
"352",10,5785,1,2040,20000,2160,16258879
"353",10,5786,1,2040,20000,2160,16258879
"354",10,5800,1,2040,20000,2160,16258879
"355",10,5805,1,2040,20000,2160,16258879
"356",10,5844,3,2040,20000,2160,16258879
"357",10,5878,1,2040,20000,2160,16258879
"358",10,5900,1,2040,20000,2160,16258879
"359",10,5908,1,2040,20000,2160,16258879
"360",10,5924,1,2040,20000,2160,16258879
"361",10,5926,1,2040,20000,2160,16258879
"362",10,5930,1,2040,20000,2160,16258879
"363",10,5946,1,2040,20000,2160,16258879
"364",10,6010,1,2040,20000,2160,16258879
"365",10,6012,1,2040,20000,2160,16258879
"366",10,6013,1,2040,20000,2160,16258879
"367",10,6023,1,2040,20000,2160,16258879
"368",10,6024,1,2040,20000,2160,16258879
"369",10,6099,1,2040,20000,2160,16258879
"370",10,6100,1,2040,20000,2160,16258879
"371",10,6102,2,2040,20000,2160,16258879
"372",10,6133,1,2040,20000,2160,16258879
"373",10,6136,1,2040,20000,2160,16258879
"374",10,6201,1,2040,20000,2160,16258879
"375",10,6202,1,2040,20000,2160,16258879
"376",10,6205,1,2040,20000,2160,16258879
"377",10,6237,1,2040,20000,2160,16258879
"378",10,6252,1,2040,20000,2160,16258879
"379",10,6256,1,2040,20000,2160,16258879
"380",10,6264,1,2040,20000,2160,16258879
"381",10,6390,1,2040,20000,2160,16258879
"382",10,6518,4,2040,20000,2160,16258879
"383",10,6532,1,2040,20000,2160,16258879
"384",10,6561,1,2040,20000,2160,16258879
"385",10,6566,1,2040,20000,2160,16258879
"386",10,6569,1,2040,20000,2160,16258879
"387",10,6577,1,2040,20000,2160,16258879
"388",10,6836,1,2040,20000,2160,16258879
"389",10,6840,2,2040,20000,2160,16258879
"390",10,6906,1,2040,20000,2160,16258879
