"","TAZ12","fueling","year"
"208",3410,20000,2050
"209",3452,15000,2050
"210",3501,10790.0039034287,2050
"211",3602,20000,2050
"212",3627,15000,2050
"213",3628,1500,2050
"214",3631,11456.888584697,2050
"215",3692,20000,2050
"216",3699,20000,2050
"217",3725,20000,2050
"218",3802,20000,2050
"219",3822,20000,2050
"220",3921,3764.12785418208,2050
"221",4023,1e+05,2050
"222",4280,40000,2050
"223",4547,29190.997492535,2050
"224",4574,20000,2050
"225",4577,18505.8384391671,2050
"226",4609,16050.5107488473,2050
"227",4622,16845.8610179619,2050
"228",4641,40000,2050
"229",4649,20000,2050
"230",4899,11947.1878197969,2050
"231",4916,10517.470066508,2050
"232",4993,20000,2050
"233",5055,18718.2455585142,2050
"234",5100,20000,2050
"235",5101,20000,2050
"236",5110,220000,2050
"237",5111,19784.7320923987,2050
"238",5112,80000,2050
"239",5116,40000,2050
"240",5131,20000,2050
"241",5138,120000,2050
"242",5139,34990.0577014728,2050
"243",5140,40000,2050
"244",5141,20000,2050
"245",5142,20000,2050
"246",5144,14312.6686027931,2050
"247",5146,20000,2050
"248",5148,20000,2050
"249",5150,20000,2050
"250",5157,20000,2050
"251",5158,20000,2050
"252",5160,20000,2050
"253",5161,40000,2050
"254",5182,8309.25425845186,2050
"255",5194,20000,2050
"256",5195,3e+05,2050
"257",5199,500,2050
"258",5202,15835.9057325316,2050
"259",5205,20000,2050
"260",5206,1e+05,2050
"261",5310,37399.1153709656,2050
"262",5317,12289.3150980053,2050
"263",5376,20000,2050
"264",5418,18527.1331960462,2050
"265",5439,20000,2050
"266",5517,15930.3844892887,2050
"267",5523,17530.0089926088,2050
"268",5536,20000,2050
"269",5545,10146.0144188721,2050
"270",5548,20000,2050
"271",5574,6659.3009528482,2050
"272",5581,20000,2050
"273",5591,3367.54469892389,2050
"274",5593,20000,2050
"275",5600,2080.40148782264,2050
"276",5601,40000,2050
"277",5604,18438.3163626693,2050
"278",5605,15901.7937955026,2050
"279",5606,9558.03530170075,2050
"280",5613,20000,2050
"281",5614,20000,2050
"282",5615,11230.5557750038,2050
"283",5616,20000,2050
"284",5617,20000,2050
"285",5624,20000,2050
"286",5625,5831.12005695305,2050
"287",5634,20000,2050
"288",5636,113271.915593293,2050
"289",5652,20000,2050
"290",5665,5000,2050
"291",5668,80000,2050
"292",5669,20000,2050
"293",5670,40000,2050
"294",5675,10334.9047461038,2050
"295",5680,34824.3858598692,2050
"296",5681,40000,2050
"297",5691,12168.6902379413,2050
"298",5693,20000,2050
"299",5706,39441.0779324817,2050
"300",5786,16975.5341914244,2050
"301",5805,18032.9356504226,2050
"302",5863,40000,2050
"303",5900,40000,2050
"304",5901,20000,2050
"305",5921,18068.3115060378,2050
"306",6006,20000,2050
"307",6007,20000,2050
"308",6036,20000,2050
"309",6044,40000,2050
"310",6099,20000,2050
"311",6100,19782.3759902202,2050
"312",6101,602.200782790687,2050
"313",6102,20000,2050
"314",6103,14512.6036591901,2050
"315",6112,17932.7300999851,2050
"316",6120,20000,2050
"317",6133,17850.8008423348,2050
"318",6136,20000,2050
"319",6223,13285.8361985875,2050
"320",6246,10391.362689201,2050
"321",6248,20000,2050
"322",6253,20000,2050
"323",6264,20000,2050
"324",6354,16071.6821076945,2050
"325",6390,11353.9010192817,2050
"326",6518,30000,2050
"327",6544,20000,2050
"328",6560,9762.51997608875,2050
"329",6561,20000,2050
"330",6669,20000,2050
"331",6817,20000,2050
"332",6826,20000,2050
"333",6836,20000,2050
"334",6840,20000,2050
